"","ID","coeff (Intercept)","coeff trial","Std. Error (Intercept)","Std. Error trial","P-value (Intercept)","P-value trial","R-squared"
"1","accuracy_.66961","10.5712897440801","-0.00296425472587004","1.71595869131252","0.0164433221573559","4.70412972216019e-09","0.857144863705883","0.000182537721853702"
"2","accuracy_.67072","10.6710531763754","-0.00824163526037841","1.12271056837531","0.0107584708528983","1.38772582130232e-17","0.444655221264829","0.00328606548327545"
"3","accuracy_.67120","10.2795985921925","-0.0299178072417831","1.27067875177325","0.0121763887322559","8.96701092053033e-14","0.0149674618727477","0.0328032838086757"
"4","accuracy_.67360","24.6127388096901","-0.06910604236932","2.70026205484487","0.0258754940325141","1.63655643544938e-16","0.00827043770582825","0.0385275664495912"
"5","accuracy_.67378","17.8873929232427","-0.0126640511272374","2.74972249356273","0.0263494529523875","7.60058950122563e-10","0.631377397629711","0.00129604139546601"
"6","accuracy_.67567","27.2585005858394","-0.115515796665322","2.5325625996819","0.0242684995396871","3.97409405021575e-21","3.99485839557745e-06","0.112912808505626"
"7","accuracy_.67672","12.4909504108045","-0.0202676465829223","1.6079536320305","0.0154083543615751","6.07483763195398e-13","0.190078297856874","0.00962660369132915"
"8","accuracy_.67684","13.26117042606","0.0176168331612766","1.80889494671143","0.0173338918402738","7.71397971230607e-12","0.310855021784575","0.00576939988346976"
"9","accuracy_.67765","11.9999103389547","0.0112280557340176","2.1730409002485","0.0208233518468708","1.17066617729667e-07","0.590419193239539","0.00163071870303673"
"10","accuracy_.68812","15.6673770606557","-0.00820647185107567","2.43178505952721","0.0233027900693025","1.06194057424415e-09","0.725129676966871","0.000696265106909358"
"11","accuracy_.68818","26.3329588249289","0.0325046497770291","3.87222503101549","0.0371059303310283","1.52374260242574e-10","0.382212763717936","0.00429255712735446"
"12","accuracy_.68932","12.0031657354253","-0.000300992369156389","2.18810391663659","0.0209676945005634","1.39748130763461e-07","0.988562794976459","1.1576815315081e-06"
"13","accuracy_.68977","11.6304683082158","-0.0113120432385413","1.67673060304622","0.0160674156182033","7.17699211096182e-11","0.48233019856113","0.00277691367508042"
"14","accuracy_.69094","12.2557672943916","-0.0242312462773162","1.27002302188542","0.0121701051440504","5.48561446928103e-18","0.0480056210910991","0.0217859614801491"
"15","accuracy_.69298","9.63382991963575","-0.00555081147240242","1.22955932822108","0.0117823583096028","4.09073978045213e-13","0.638137552081002","0.0012453382285203"
"16","accuracy_.69478","9.77622318779888","-0.0233598087727317","0.892869206260681","0.00855599617709739","1.16745708318266e-21","0.00696539720182327","0.0401939673817508"
"17","accuracy_.69592","9.49793020214687","0.00559411412980748","2.00907828688318","0.0192521659628647","4.60443747194584e-06","0.771717981062099","0.000474108233625054"
"18","accuracy_.69610","11.9234216151413","-0.012721117359757","1.84077301872476","0.0176393662147587","8.82182944373357e-10","0.471746350427574","0.00291338211718865"
"19","accuracy_.69622","13.6517421889021","-0.048590971600391","1.62263766187821","0.0155490653440576","1.2659827390333e-14","0.00207649721271968","0.0520099419761907"
"20","accuracy_.69844","9.70013104352781","0.0125897804330874","1.52732876138016","0.0146357595848414","1.7299636076245e-09","0.390832151601075","0.00413984548669982"
