"","coeff (Intercept)","coeff trial","Std. Error (Intercept)","Std. Error trial","P-value (Intercept)","P-value trial","R-squared"
"1",13.3467225070811,-0.051664006389349,2.30056040471856,0.0384067380738811,7.58590014512471e-08,0.181579442704441,0.0176006221850919
"2",11.884218120891,-0.0393073366335428,1.60101073132761,0.0207329852282772,1.29474497638913e-11,0.0601780280809955,0.0267052498122962
"3",7.94455337670013,0.0350915572840198,1.2629012081468,0.0181152277073402,5.55280358431098e-09,0.0551195606446356,0.0308205151653842
"4",13.9001332665138,-0.0380643011831123,2.64464962753984,0.0392349295501838,6.94661805829582e-07,0.334018828875845,0.00818868518677674
"5",5.64382139097055,0.0316141686929994,1.12517729717838,0.0180869558411127,2.15805967500729e-06,0.0834047119419018,0.0282739902915273
"6",20.2649831651309,-0.0557862453051666,2.89034024915523,0.04968964342573,3.04581970202811e-10,0.264310647473399,0.0126983210690306
"7",14.2011584295841,-0.0484039943656174,2.29780026931038,0.0332352023813778,9.61810612519634e-09,0.147958405463898,0.0178064346790974
"8",12.5329566851452,-0.0462264001633853,1.53710699594434,0.0224198173777149,4.67457291169807e-13,0.0414556454410986,0.03535301280933
"9",12.4272953622286,-0.0150670185430342,1.43346829363356,0.0205618653168679,2.73327685059376e-14,0.465154786608286,0.0045297673372356
"10",12.5054161304985,0.0234151661141217,2.05465401109106,0.0315634047660107,1.72089837899721e-08,0.459762036574508,0.00497813575317173
"11",13.6668430029483,-0.0324827854935049,2.26044028383545,0.0363360367274831,2.3021815636056e-08,0.373390405926251,0.00755351706314468
"12",24.6577631633508,-0.0319089703363723,4.21389863323036,0.0671145362437866,5.49140516944868e-08,0.635451302105568,0.00212794983984753
"13",24.8626475342714,-0.0819120380623363,4.16388527968001,0.0582793986127579,2.42390174269429e-08,0.162433348207314,0.0160637497998453
"14",10.7228258247997,-0.0212638438003645,2.08784101831542,0.0304526714586816,1.1456063804071e-06,0.486412828206831,0.00418555626636764
"15",10.4365615614035,0.00270308234715718,1.89462550693708,0.029105061695379,2.4028469254325e-07,0.926173178953385,7.84069871360497e-05
"16",14.5865472905389,-0.0364411627411191,2.19311858221142,0.031200006732134,9.33277511861972e-10,0.245147274735454,0.0113338582305711
"17",15.5857532100413,-0.0565426721832656,1.83131058487017,0.0258405666476276,5.78251952224868e-14,0.0305970350128746,0.0383686025102101
"18",10.6634235197702,0.0106738666462448,1.87403292662437,0.0262297120617522,9.01718929250866e-08,0.684772465987376,0.00136671250174177
