"","ID","coeff (Intercept)","coeff trial","Std. Error (Intercept)","Std. Error trial","P-value (Intercept)","P-value trial","R-squared"
"1","accuracy_.21486","11.1116214907337","-0.0152099230276284","1.71646629672164","0.0164481863299686","9.00595395726883e-10","0.3563648790735","0.00478097711085553"
"2","accuracy_.21589","12.316363886995","-0.0370016335652613","1.3679950989785","0.0131089310226819","3.29851188307071e-16","0.00530538097909383","0.0428421070432577"
"3","accuracy_.22223","8.89166839056251","0.00662640479482804","1.08820494597086","0.0104278177501698","5.50542033019399e-14","0.525948044839018","0.00226341898241551"
"4","accuracy_.66943","12.8186268017339","-0.0234116050690062","1.82781205807604","0.0175151666914865","4.67626791570181e-11","0.183043655514932","0.00993748406042206"
"5","accuracy_.67084","6.4084888610946","0.00978069739379819","1.1265546108703","0.0107953067216472","5.1747240171102e-08","0.366153294950448","0.00459041014297201"
"6","accuracy_.67246","17.3380853849766","-0.0201739194077224","1.99854665031287","0.019151245647098","2.5338895232435e-15","0.293585597218363","0.00619537388928169"
"7","accuracy_.67312","13.494272708607","-0.0256928025898258","1.67746406400963","0.0160744440711446","1.17718303500002e-13","0.111735727674661","0.0141495321639268"
"8","accuracy_.67429","10.9822608453132","-0.016651405563682","1.18502721746426","0.011355625517474","6.25453629410572e-17","0.144315354923544","0.0119356181142623"
"9","accuracy_.67501","12.1897648110421","-0.00878124953447432","1.29204458551761","0.0123811286768697","2.17015094741268e-17","0.479100604543462","0.00281803624792521"
"10","accuracy_.67561","12.5093040898064","0.00482182234903861","1.71178344941939","0.016403312541809","8.81649188837344e-12","0.769135398510005","0.000485208627652845"
"11","accuracy_.68857","11.8347886064998","-0.0153560980958229","1.456068812096","0.0139529049748042","7.13425910703523e-14","0.272571533201261","0.00675876306783394"
"12","accuracy_.68929","20.9559693773546","-0.00383105102706157","3.08227306671947","0.0295361475014545","1.53726335926552e-10","0.896944540526","9.45076856936215e-05"
"13","accuracy_.68998","22.6314021663609","-0.0270777676109858","3.56852007426281","0.0341956513890275","1.81525873520015e-09","0.429503120961805","0.00351023982705562"
"14","accuracy_.69190","9.14409269615121","-0.00521403838601706","1.52214006690119","0.0145860384724826","1.03769737976481e-08","0.721165145584355","0.000717368125060518"
"15","accuracy_.69214","8.67968135723978","0.00368266967592623","1.4162705900859","0.0135715350798788","5.55583270282954e-09","0.786434386771875","0.000413492814685748"
"16","accuracy_.69364","15.4702903644865","-0.0409315216603785","1.81607615770286","0.0174027064139637","6.65130848148506e-15","0.0197649663922963","0.0301418840700227"
"17","accuracy_.69700","15.0664432024855","-0.0366130413217548","1.35861629456289","0.013019057820467","4.62189817781148e-22","0.00547170630125538","0.0425414678966568"
"18","accuracy_.69757","10.8910131733638","0.000460805256876261","1.48745678162816","0.0142536828999929","8.13088078525533e-12","0.974246019520986","5.87162230633543e-06"
