"","ID","coeff (Intercept)","coeff trial","Std. Error (Intercept)","Std. Error trial","P-value (Intercept)","P-value trial","R-squared"
"1","accuracy_.67045","2.44962372807362","8.24706894921062e-06","0.165018224804755","0.00158130137166884","5.82769760635858e-33","0.995844597483127","1.52809335427769e-07"
"2","accuracy_.67051","1.76822852232203","0.000116037318362147","0.178316968822669","0.00170873773320939","9.9160609279463e-19","0.945934924704833","2.59067714617469e-05"
"3","accuracy_.67174","1.93082065527571","0.000316607303485999","0.169546470529495","0.0016246936768779","6.39390393413468e-23","0.845715402380689","0.000213297728826634"
"4","accuracy_.67258","1.97539513234871","-0.00365132140816079","0.169598616714688","0.001625193372195","1.14046704394381e-23","0.0258879805140833","0.0275756565832294"
"5","accuracy_.67507","1.81999328213866","-0.00282990439259743","0.18120599832285","0.00173642210756765","4.34858191178938e-19","0.104926293684631","0.0147021365578526"
"6","accuracy_.67609","3.0019074510582","0.000564811016628779","0.193926175917523","0.00185831430645735","8.56818165356904e-35","0.761530666045102","0.000518707639958483"
"7","accuracy_.67630","2.32328910998252","-0.00499984838914848","0.146679865671598","0.00140557246363018","7.95027091502278e-36","0.00048051478979547","0.0663685972396661"
"8","accuracy_.69202","1.98131753366664","0.00195258672816884","0.157784777989833","0.00151198624369517","2.61498224972049e-26","0.198237715239419","0.00928228529600441"
"9","accuracy_.69484","2.12227151434608","-0.00379114657289691","0.167761326409713","0.00160758737938514","1.39799307990415e-26","0.0194448033970696","0.0302977498648014"
"10","accuracy_.69571","1.64142454828234","-0.00211334859401192","0.169724169472152","0.00162639649232207","4.79248513617332e-18","0.195485231087362","0.00939656769056122"
"11","accuracy_.69661","1.50953979512369","0.00142649664803312","0.170886820059902","0.00163753769185537","9.50609033387653e-16","0.384860400336469","0.00424513334100679"
"12","accuracy_.69679","2.10772690363082","-0.00264605379498403","0.173578164764903","0.0016633277346139","4.18512663137377e-25","0.113424695146049","0.0140181466823654"
"13","accuracy_.69712","1.86699880231046","-0.00336929450386","0.169306574485869","0.00162239485234932","6.97220448051105e-22","0.0392617759520572","0.0236563390624517"
"14","accuracy_.70516","1.74917177862308","-0.000824465981730501","0.166580139887657","0.00159626855766266","2.22609785294571e-20","0.606149260124853","0.00149645331573487"
