consentMouse1.x,consentMouse1.y,consentMouse1.leftButton,consentMouse1.midButton,consentMouse1.rightButton,consentMouse1.clicked_name,consent_Mouse.x,consent_Mouse.y,consent_Mouse.leftButton,consent_Mouse.midButton,consent_Mouse.rightButton,consent_Mouse.clicked_name,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse_2.x,startMouse_2.y,startMouse_2.leftButton,startMouse_2.midButton,startMouse_2.rightButton,start_distance,fixedOri,minimalDistance,maxOri,this_ori,accuracy,presented_accuracy,presented_this_ori,submitMouse.x,submitMouse.y,submitMouse.leftButton,submitMouse.midButton,submitMouse.rightButton,submitMouse.time,submitMouse.clicked_name,pauseMouse.x,pauseMouse.y,pauseMouse.leftButton,pauseMouse.midButton,pauseMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,startOri,participant,condition,nTrials,date,expName,psychopyVersion,OS,frameRate,pauseMouse.clicked_name,EndButtonMouse.x,EndButtonMouse.y,EndButtonMouse.leftButton,EndButtonMouse.midButton,EndButtonMouse.rightButton,EndButtonMouse.clicked_name
0.338559028,-0.397460938,1,0,0,consent_button1,0.374014757,-0.400434028,1,0,0,consent_button,0.224053819,-0.259431424,1,0,0,0.179162326,-0.35796875,1,0,0,-42.77777778,-68,20,75,-227.7777778,20.22222222,13.14444444,-171.1444444,0.391358507,-0.291697049,1,0,0,2.9496,submitButton,-0.044934896,-0.23766059,0,0,0,0,0,0,52,1,68,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,63.88888889,-34,20,75,-32.11111111,1.888888889,0.755555556,-123.2444444,-0.123871528,-0.389713542,1,0,0,1.6341,submitButton,0.406028646,-0.232152778,0,0,0,0,1,1,18,1,34,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-33.33333333,-37,20,75,-214.3333333,2.666666667,1.066666667,-128.0666667,-0.134722222,-0.40312066,1,0,0,2.3161,submitButton,0.424674479,-0.264283854,0,0,0,0,2,2,21,1,37,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,37.22222222,-50,20,75,-25.77777778,24.22222222,15.74444444,-124.2555556,0.206671007,-0.306380208,1,0,0,0.7171,submitButton,0.384236111,-0.278493924,0,0,0,0,3,3,34,1,50,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,33.88888889,-45,20,75,-35.11111111,9.888888889,3.955555556,-131.0444444,-0.259852431,-0.402934028,1,0,0,1.0004,submitButton,0.352226563,-0.338407118,0,0,0,0,4,4,29,1,45,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,71.66666667,40,20,75,206.6666667,13.33333333,5.333333333,-44.66666667,-0.177851563,-0.408936632,1,0,0,1.917,submitButton,0.231072049,-0.268051215,0,0,0,0,5,5,24,1,40,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,43.88888889,-59,20,75,-49.11111111,9.888888889,3.955555556,-145.0444444,-0.195998264,-0.396163194,1,0,0,0.7323,submitButton,0.211150174,-0.271419271,0,0,0,0,6,6,43,1,59,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-28.88888889,21,20,75,21.11111111,0.111111111,0.044444444,-68.95555556,-0.156215278,-0.409900174,1,0,0,0.884,submitButton,0.154665799,-0.242296007,0,0,0,0,7,7,5,1,21,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-26.11111111,39,20,75,36.88888889,2.111111111,0.844444444,-51.84444444,-0.12968316,-0.399539931,1,0,0,0.6342,submitButton,0.146032986,-0.291666667,0,0,0,0,8,8,23,1,39,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,20.55555556,26,20,75,37.55555556,11.55555556,4.622222222,-59.37777778,0.392052951,-0.304578993,1,0,0,0.2688,submitButton,0.166736111,-0.297404514,0,0,0,0,9,9,10,1,26,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-52.22222222,-53,20,75,-232.2222222,0.777777778,0.311111111,-143.3111111,0.410768229,-0.317625868,1,0,0,2.6174,submitButton,0.115720486,-0.296467014,0,0,0,0,10,10,37,1,53,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,41.11111111,51,20,75,237.1111111,6.111111111,2.444444444,-36.55555556,0.197517361,-0.287070312,1,0,0,2.5002,submitButton,0.198498264,-0.253111979,0,0,0,0,11,11,35,1,51,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,43.33333333,19,20,75,34.33333333,15.33333333,9.966666667,-61.03333333,-0.118372396,-0.403198785,1,0,0,1.5323,submitButton,0.163980035,-0.287144097,0,0,0,0,12,12,3,1,19,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,73.33333333,-36,20,75,-38.66666667,2.666666667,1.066666667,-127.0666667,0.395985243,-0.29140191,1,0,0,1.0999,submitButton,0.307773438,-0.23125,0,0,0,0,13,13,20,1,36,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,60.55555556,23,20,75,21.55555556,1.444444444,0.577777778,-67.57777778,0.424353299,-0.287686632,1,0,0,0.4489,submitButton,0.225924479,-0.40062934,1,0,0,0,14,14,7,1,23,69661,2,180,2022-02-14_02h18.20.953,orientation adjustment 2,2021.2.3,MacIntel,59.99880002,pause_continueButton,,,,,,
