"","accuracy_ 67060","accuracy_ 67276","accuracy_ 67417","accuracy_ 67486","accuracy_ 67759","accuracy_ 68965","accuracy_ 68995","accuracy_ 69058","accuracy_ 69076","accuracy_ 69160","accuracy_ 69175","accuracy_ 69199","accuracy_ 69220","accuracy_ 69358","accuracy_ 69727","accuracy_ 69850","accuracy_ 69853","accuracy_ 69862"
"54",13.44444444,4.777777778,6.888888889,1.555555556,5.555555556,16.11111111,15.55555556,2.888888889,29.66666667,12.11111111,8.333333333,0.777777778,5.555555556,1.888888889,13.88888889,9.111111111,4.111111111,6.555555556
"55",3.666666667,39.77777778,9.555555556,0,19.11111111,1.222222222,7.888888889,5.222222222,10.33333333,54,8.333333333,9.333333333,11.77777778,0.666666667,0.555555556,5.333333333,7.111111111,16.44444444
"56",2.555555556,1.666666667,15.11111111,4.777777778,0.777777778,9.111111111,9.111111111,9.222222222,12.33333333,36.44444444,5.777777778,9.666666667,22.55555556,1,54.88888889,21.55555556,5.111111111,4.333333333
"57",15.44444444,29.55555556,2.666666667,0.111111111,10.33333333,20,33,1.888888889,20.44444444,9.111111111,0.333333333,15.77777778,4.777777778,3.666666667,21,25.22222222,11.88888889,12.55555556
"58",8.888888889,0.333333333,3.222222222,0.444444444,1.111111111,8.111111111,12.88888889,7.777777778,2.777777778,6.888888889,5,12.33333333,4.888888889,16.44444444,84.88888889,5.777777778,19.44444444,4.333333333
"59",0.111111111,3.777777778,13.88888889,9.111111111,1.888888889,8.888888889,3,20.77777778,24.11111111,14,0.111111111,29.88888889,5.222222222,5,8.555555556,9.111111111,5.111111111,23
"60",72.22222222,7,4.111111111,5,4,13.11111111,36.11111111,12.33333333,15.33333333,1.888888889,13,81.88888889,4.555555556,0.444444444,3.333333333,62.77777778,15.66666667,10.22222222
"61",2.777777778,25,13,0.777777778,10.44444444,9.222222222,10,1.666666667,53.55555556,51.77777778,6.666666667,10.44444444,3.777777778,10.77777778,25.11111111,16.33333333,34.33333333,57.44444444
"62",4.444444444,0,15.22222222,11.77777778,2.222222222,1,84,9.222222222,33.88888889,10,3.555555556,7.222222222,19.22222222,2.888888889,74.77777778,16.55555556,6.333333333,7.333333333
"63",22.11111111,18.22222222,2.222222222,1.777777778,15,5.333333333,12,8.222222222,3.888888889,4.888888889,2,16.33333333,5,15.55555556,5,1.444444444,22,12.44444444
"64",1,3.222222222,18,2,4.222222222,13.55555556,9.555555556,68.88888889,30.77777778,12.22222222,2.444444444,18.33333333,3.888888889,6.444444444,11.55555556,13.11111111,34.88888889,7.888888889
"65",9.777777778,11.22222222,80.77777778,4.111111111,2.444444444,15,15.22222222,0.666666667,14.77777778,8.333333333,3.888888889,16.88888889,11.66666667,3.444444444,29.11111111,16,29.33333333,8.888888889
"66",22.44444444,21.33333333,71.55555556,6.888888889,14.88888889,2.555555556,10.11111111,16.11111111,29.88888889,11.55555556,0.666666667,11.88888889,1.444444444,9.111111111,4.777777778,13.77777778,1,7
"67",10,12.22222222,12.33333333,7,0.666666667,1.888888889,0.222222222,7.444444444,48.44444444,32.77777778,27.77777778,2.333333333,5.888888889,9.777777778,4.555555556,6.555555556,15.11111111,7.444444444
"68",14.77777778,15.88888889,18,8.444444444,2.888888889,17.66666667,0.777777778,28.55555556,13.66666667,25.66666667,17.22222222,14.11111111,10.66666667,14.55555556,15,6.888888889,29.77777778,3.111111111
"69",38.55555556,19.88888889,14.55555556,47.22222222,2.222222222,36.11111111,6.333333333,10.33333333,3.666666667,5.888888889,4.111111111,20.77777778,19.11111111,1.111111111,60,1.222222222,27.66666667,6.777777778
"70",5.111111111,20.33333333,33.44444444,5.888888889,10.88888889,27.88888889,10.33333333,17.88888889,1.444444444,9,25.88888889,22.33333333,13.33333333,4.111111111,88.77777778,4.333333333,9.222222222,24.22222222
"71",5.666666667,3.444444444,4.111111111,3.444444444,3.777777778,14.33333333,11.55555556,4.888888889,7.333333333,18.11111111,7.333333333,9.333333333,30.44444444,9.444444444,2.777777778,19.22222222,40.88888889,2.666666667
"72",12,10.33333333,10.22222222,10.44444444,9.666666667,38.33333333,17.44444444,2.444444444,13.66666667,64,7.222222222,0.888888889,20.44444444,0.444444444,84.44444444,1.444444444,16.33333333,3.333333333
"73",5,12.22222222,2.111111111,2.444444444,88.77777778,22.44444444,13.44444444,9.444444444,1.111111111,41.22222222,6.888888889,17.33333333,17.66666667,10.33333333,9.444444444,40,5,4.888888889
"74",6.444444444,13.77777778,67.33333333,32,10.55555556,15.77777778,1.777777778,13.22222222,14.11111111,16,14,2.888888889,8.666666667,4.777777778,4.111111111,19.44444444,28.44444444,2.888888889
"75",1.888888889,19.77777778,71,12.11111111,4.111111111,12.44444444,7.666666667,3.555555556,7.222222222,16.44444444,3.222222222,8.888888889,60.55555556,11.33333333,1.666666667,17.33333333,3.444444444,0.888888889
"76",6,1.222222222,16.33333333,2.333333333,12.22222222,8.222222222,6.888888889,47.77777778,25.44444444,29.33333333,9.333333333,9,11.11111111,8.777777778,0.333333333,6.222222222,16.77777778,32.11111111
"77",14.11111111,13.77777778,21.77777778,9.444444444,2.777777778,2.111111111,18.44444444,10.55555556,9.444444444,23.33333333,2.666666667,10.44444444,17.44444444,9.777777778,21.33333333,8,4.555555556,12.33333333
"78",4,10.44444444,62,8.888888889,14.66666667,15.88888889,10,12.77777778,78.33333333,6.555555556,12.66666667,2.444444444,23.33333333,17.66666667,2.888888889,5,2.555555556,8.888888889
"79",0.222222222,16,12.77777778,16.66666667,8.222222222,8.444444444,2.555555556,23.11111111,5.333333333,12.55555556,3.111111111,17.88888889,9.666666667,0.333333333,18.22222222,24.33333333,39.88888889,5.444444444
"80",5.555555556,0,36.33333333,4.888888889,84.11111111,35,8.111111111,0.222222222,7.777777778,14.11111111,0.111111111,12,12.22222222,20.33333333,9.777777778,29.11111111,23.33333333,12.77777778
"81",0.222222222,18.66666667,55.55555556,5.444444444,0.333333333,3.888888889,5,7.222222222,25.33333333,3.444444444,20.66666667,14,20.77777778,9,77.77777778,37.77777778,0.111111111,0.111111111
"82",13,28.66666667,13.77777778,2.333333333,8.111111111,14.88888889,10.33333333,2,13,24,5.888888889,3.222222222,1.222222222,2.111111111,19.66666667,9,14.66666667,9.111111111
"83",15.66666667,12,27.33333333,3.111111111,11,3.666666667,5.111111111,25.11111111,39,18.55555556,7.777777778,8.111111111,10.55555556,4.777777778,1.666666667,1.555555556,18.11111111,0.777777778
"84",9.444444444,5.888888889,20.22222222,0.111111111,7.666666667,1.555555556,15.44444444,2.111111111,2.222222222,13.22222222,3,25.33333333,13.88888889,11.11111111,12,27.55555556,2.888888889,12.22222222
"85",17.66666667,32,12.44444444,5.333333333,8.888888889,8.888888889,12.77777778,26.44444444,17.22222222,9,33,8.222222222,27.44444444,10,3.333333333,60.11111111,24.66666667,10.33333333
"86",8.555555556,10.33333333,75.11111111,13.77777778,21.22222222,5,22,9.777777778,1.444444444,4.222222222,18.11111111,0.333333333,6.333333333,4.555555556,13.77777778,33.88888889,33.44444444,5.666666667
"87",15.33333333,9,7.777777778,5,12,8.555555556,14.22222222,8.666666667,14.66666667,11.11111111,10.88888889,19,8.666666667,1,2.888888889,24.88888889,8.777777778,17.11111111
"88",4.111111111,10.66666667,1.333333333,0.444444444,1.888888889,11.66666667,0.555555556,19,9.666666667,8.666666667,2,19.77777778,7,15.55555556,8.555555556,34.44444444,4.555555556,2.888888889
"89",4.666666667,12.33333333,5.111111111,5,3.888888889,7.666666667,17.11111111,4.777777778,16.77777778,1.222222222,8.888888889,21.77777778,6.888888889,13.88888889,79.66666667,4.333333333,8.111111111,9.666666667
"90",7,2.222222222,14.22222222,9.333333333,3.666666667,14.22222222,14.11111111,14.44444444,19.88888889,8.888888889,5.333333333,13.44444444,2.444444444,3.333333333,82.55555556,31.77777778,2,0.666666667
"91",59.77777778,2.777777778,33.33333333,2.666666667,1.444444444,22.88888889,13,9,20.11111111,10.33333333,2.444444444,7.555555556,10.44444444,3.111111111,18.33333333,22.66666667,22.11111111,12.77777778
"92",4.777777778,10.11111111,8.888888889,0.444444444,7.333333333,10.55555556,1.111111111,2.555555556,22,53.33333333,2.777777778,3.888888889,43.33333333,8.888888889,75.66666667,19.44444444,20.11111111,5.888888889
"93",1.555555556,15.33333333,1.888888889,7.444444444,5.666666667,14.66666667,1.777777778,2,7.666666667,90,1.111111111,1.777777778,4.777777778,8.222222222,1.666666667,0.333333333,12.22222222,3.777777778
"94",51.55555556,0.333333333,48.55555556,9.777777778,1.222222222,10.77777778,2.333333333,5.666666667,0.222222222,12.77777778,4.666666667,10.33333333,6.333333333,7.111111111,3.222222222,3.444444444,29,10.88888889
"95",12.77777778,6.777777778,16.55555556,1.777777778,10.88888889,8.555555556,13.33333333,1.555555556,26.44444444,6.777777778,1.666666667,14.22222222,3.666666667,73.88888889,13.77777778,1,16.44444444,9
"96",15.11111111,4.888888889,10.22222222,7.333333333,5,5.222222222,11,50.55555556,2.666666667,39.33333333,10.55555556,0.888888889,4,17.88888889,10.55555556,14.11111111,16.33333333,0.111111111
"97",4.333333333,17.11111111,27.88888889,7,20.44444444,7.222222222,16.66666667,23,14.66666667,9.555555556,6.888888889,2,11,7,9.888888889,24.44444444,21.77777778,11
"98",1.222222222,21.11111111,17.22222222,83.22222222,1.333333333,19.77777778,30,5.111111111,4,9.111111111,7.777777778,11.22222222,11.11111111,9,2.222222222,3.666666667,17.11111111,2.222222222
"99",12.11111111,25.55555556,55.77777778,17.22222222,2,30.88888889,7.666666667,8.888888889,37.11111111,17,6.333333333,8.555555556,11.77777778,13.11111111,11.55555556,29,26.77777778,3.888888889
"100",8.333333333,3.555555556,23.22222222,3.666666667,2.777777778,27.66666667,14.33333333,39.55555556,1.444444444,22.22222222,9,13.55555556,21.66666667,0.333333333,8,40.55555556,9,13.77777778
"101",14,1.555555556,34.88888889,17.66666667,0.333333333,16,19.66666667,3.333333333,20.33333333,7,20,6.333333333,2.444444444,8.555555556,3.666666667,40.88888889,14,2.333333333
"102",12,26.11111111,12.33333333,5.222222222,0.777777778,15.88888889,7.777777778,6,8.222222222,4.777777778,11.33333333,4.444444444,7.666666667,8.444444444,19.33333333,61,37.22222222,10.22222222
"103",0.555555556,24.88888889,3.444444444,19.66666667,0,10.44444444,25.33333333,2.111111111,3.222222222,12.55555556,17.44444444,27.55555556,14,10.77777778,1.555555556,12.55555556,9.666666667,3.888888889
"104",9.666666667,15.44444444,5.555555556,5,1.111111111,15.88888889,4.111111111,2.333333333,2.666666667,13.66666667,5.333333333,8.555555556,14,11.44444444,19.55555556,79,15.88888889,12.77777778
"105",0.555555556,5.333333333,28.44444444,11.22222222,6.555555556,33.44444444,14.44444444,3.666666667,5.555555556,9.222222222,1.444444444,12.77777778,4.222222222,9.333333333,23.88888889,33.33333333,4.555555556,8.444444444
"106",28.55555556,5.777777778,21,2.111111111,15.88888889,10.11111111,73.66666667,57.77777778,2.666666667,5.111111111,1.888888889,9.333333333,25.11111111,37.88888889,72.55555556,24.55555556,30.55555556,3.888888889
"107",5.444444444,15.88888889,14,10,0.777777778,8.888888889,9.666666667,1,3,7,3.888888889,9.666666667,2,4.555555556,18.55555556,23,8.222222222,12
"108",33.88888889,17.11111111,2.111111111,11,8.777777778,17.11111111,4.666666667,22.44444444,3.444444444,6.111111111,5.111111111,2.222222222,22.88888889,1.666666667,10.55555556,17,17.33333333,1.666666667
"109",7.888888889,8.555555556,22.22222222,4.777777778,11.66666667,7.777777778,1,18.44444444,12,12.66666667,0.777777778,9.222222222,19.33333333,4.888888889,2.111111111,15.22222222,7.333333333,9.333333333
"110",8.222222222,6,2.444444444,9.222222222,13.44444444,16.33333333,4,21.44444444,0.222222222,4.333333333,6,16.55555556,4.777777778,9.333333333,9.111111111,18.66666667,34.88888889,15.55555556
"111",27.33333333,8.333333333,12.55555556,0.888888889,2.444444444,2.444444444,0.444444444,16.77777778,3.111111111,5.888888889,16.66666667,3.333333333,16.22222222,68.33333333,22.33333333,56.11111111,1.777777778,1.888888889
"112",7.333333333,9.555555556,8.444444444,4.666666667,15.88888889,2.555555556,21.88888889,3.333333333,18.44444444,15.33333333,7.444444444,16,12,2.666666667,14.55555556,13.11111111,5.444444444,20.11111111
"113",1.111111111,13,79.88888889,7.222222222,2,14.22222222,88.11111111,15.77777778,7.333333333,12.44444444,32.44444444,22.77777778,8.333333333,9.222222222,3,15.66666667,36.22222222,6.333333333
"114",13.11111111,7.333333333,22.55555556,4.222222222,3.444444444,0.555555556,4,14,2.777777778,16,4.555555556,29.88888889,13.55555556,9.333333333,12.33333333,24.77777778,6.333333333,0.555555556
"115",1,9.444444444,2.222222222,0.444444444,9.666666667,29.66666667,10.77777778,7.333333333,48,0.444444444,8.111111111,7.888888889,2.111111111,4.666666667,25.22222222,8.333333333,7.666666667,8.222222222
"116",2.111111111,30.44444444,8.111111111,3.444444444,10.77777778,48.66666667,3.444444444,11.44444444,8.111111111,19.88888889,2.666666667,13,41.55555556,12,7.444444444,74,32.11111111,38.66666667
"117",10.11111111,20,22.44444444,8.555555556,4.666666667,4,38.22222222,18.55555556,26.11111111,6.666666667,14.11111111,3.888888889,0.111111111,10.11111111,10.55555556,0.333333333,10.22222222,1.888888889
"118",38.55555556,6.666666667,7.666666667,4.777777778,1,15.11111111,16.66666667,5,6,4.666666667,8.111111111,12.55555556,46.33333333,14.66666667,5.222222222,20.44444444,5.222222222,1.111111111
"119",0.666666667,8.666666667,84.66666667,11.77777778,13.11111111,18.77777778,1,1.777777778,8.555555556,37.33333333,1.666666667,4.333333333,3.555555556,20.22222222,18.33333333,32,20.66666667,16.55555556
"120",13.88888889,12,24.22222222,12.11111111,6.111111111,1.111111111,3.111111111,4.777777778,16.33333333,7.777777778,7.222222222,6.222222222,40,0.777777778,0.777777778,14,3.888888889,4.222222222
"121",11.44444444,26.55555556,15.22222222,4.666666667,15.11111111,9,36.22222222,26.66666667,36.66666667,69.44444444,1.333333333,10,6.111111111,9.333333333,6.111111111,1.444444444,12,11
"122",87.11111111,27.44444444,10.22222222,10.22222222,12.55555556,2.777777778,32.33333333,18.88888889,14.66666667,3.444444444,6.111111111,2.888888889,0.777777778,17,2.888888889,48,7.333333333,12.11111111
"123",4.888888889,8.111111111,6.777777778,2.222222222,2.222222222,18,8.888888889,12,24.11111111,20.55555556,1.888888889,6.777777778,10,11,2.555555556,63.33333333,2.333333333,24.77777778
"124",28.66666667,8,84,11.33333333,3.777777778,34.88888889,11.22222222,12.77777778,14.66666667,15.88888889,21.11111111,5,16.11111111,5.888888889,2.888888889,21.66666667,17.88888889,4.888888889
"125",33,27.22222222,9.222222222,12,3.666666667,11.44444444,7.111111111,5.222222222,5.555555556,4.666666667,16.77777778,11,35,8,13.55555556,9.666666667,19.88888889,6
"126",22.66666667,26.55555556,5.222222222,1.222222222,4.666666667,10.66666667,9.111111111,89.33333333,7.444444444,3.666666667,0,11.88888889,8.666666667,8.666666667,10.88888889,9.111111111,10.44444444,5.777777778
"127",2.666666667,14.77777778,5.222222222,20.88888889,4.111111111,16.77777778,8.333333333,26.77777778,8.777777778,2.888888889,0.333333333,7.111111111,1.888888889,1,15.66666667,38.11111111,42.33333333,7.333333333
"128",3.222222222,1.555555556,13.88888889,1.777777778,7.333333333,6.555555556,10.55555556,44.88888889,12.11111111,32.11111111,12.33333333,4.444444444,3.666666667,11.11111111,2.888888889,1.666666667,4,6.444444444
"129",11.77777778,84.22222222,19.88888889,7.444444444,7.111111111,13.11111111,9.555555556,85,0.555555556,4.333333333,11.44444444,6.222222222,19.44444444,9.888888889,15.22222222,1,3.333333333,2.666666667
"130",7.888888889,29,5.111111111,5.666666667,4.222222222,15,14.88888889,6.777777778,9.666666667,3.111111111,5.333333333,5.111111111,55.55555556,11.44444444,5.777777778,6.555555556,4.666666667,21.66666667
"131",2.555555556,14.44444444,1.333333333,0.111111111,8.444444444,3.555555556,3,8.222222222,5.666666667,20.33333333,13.11111111,26.77777778,48.33333333,5.111111111,3.333333333,83.22222222,1,6.222222222
"132",10.88888889,7.888888889,1.777777778,5.444444444,4.333333333,13.66666667,18.55555556,7.666666667,3.888888889,19.55555556,8.333333333,5.888888889,6.777777778,12.22222222,5.555555556,16.44444444,1.777777778,7.111111111
