"","accuracy_ 67045","accuracy_ 67051","accuracy_ 67174","accuracy_ 67258","accuracy_ 67507","accuracy_ 67609","accuracy_ 67630","accuracy_ 69202","accuracy_ 69484","accuracy_ 69571","accuracy_ 69661","accuracy_ 69679","accuracy_ 69712","accuracy_ 70516"
"86",8,5.222222222,7.555555556,3.666666667,2.777777778,18.55555556,13.88888889,19.11111111,9.666666667,4.777777778,1.555555556,8.111111111,8.555555556,15.33333333
"87",14.33333333,2.666666667,36.11111111,5.888888889,2.888888889,30.22222222,9,6.111111111,11.77777778,1.777777778,4.777777778,21.22222222,3.222222222,6.222222222
"88",26.66666667,22.33333333,8,5.888888889,6,38.33333333,8.888888889,13.11111111,18.55555556,2.333333333,0,1.333333333,4.111111111,10.88888889
"89",12.22222222,9.333333333,1.222222222,8.555555556,0.222222222,63.11111111,1.444444444,12.44444444,9.111111111,13.11111111,4.333333333,3.222222222,14,4.888888889
"90",25.33333333,5.555555556,12.11111111,8.888888889,5.333333333,4.666666667,9.444444444,3.666666667,7.888888889,6,14.88888889,5.888888889,11.33333333,1.666666667
"91",14.22222222,1.333333333,56.66666667,14.44444444,21.11111111,14.44444444,17.22222222,1.333333333,3.333333333,2.444444444,5.444444444,13.44444444,7.444444444,9.222222222
"92",44.44444444,9,9.111111111,1.666666667,4.222222222,68.44444444,6.555555556,2.555555556,2.222222222,2.555555556,1.333333333,5.777777778,3.444444444,5
"93",39.66666667,11.22222222,9.777777778,4.555555556,0.333333333,63.66666667,4,24.22222222,4.333333333,3.555555556,4.222222222,15.44444444,1.777777778,11
"94",25,9.555555556,21.66666667,2.444444444,4.222222222,9.888888889,3.444444444,7.777777778,0.444444444,88.44444444,12.77777778,3.888888889,14.11111111,7.666666667
"95",23.77777778,1.888888889,12.22222222,2.444444444,7.111111111,6.222222222,3.888888889,2.444444444,9.444444444,9.888888889,2.666666667,6.777777778,1.222222222,18.77777778
"96",5,0.666666667,15.88888889,3.777777778,15.55555556,7.666666667,10,3.444444444,3.444444444,12.66666667,2,9,5.777777778,0.222222222
"97",5.666666667,1,32.11111111,2.666666667,10.77777778,74.44444444,17.88888889,11.88888889,20.33333333,11.88888889,22.33333333,0.222222222,0.111111111,3.222222222
"98",2.222222222,28.22222222,12.33333333,2.777777778,5.666666667,24.77777778,10.33333333,25.66666667,25,2.333333333,8.777777778,10.77777778,4.666666667,1.333333333
"99",7.444444444,0,43.22222222,9.777777778,11.33333333,67.55555556,4.333333333,19.33333333,0.333333333,5.555555556,2.222222222,13.55555556,7.888888889,19.55555556
"100",10.88888889,5.777777778,3.111111111,1.111111111,1.777777778,51.44444444,8.777777778,32.88888889,2.888888889,8.888888889,2.888888889,2.666666667,10.22222222,0.888888889
"101",26.77777778,3,27,12.33333333,0.777777778,6.777777778,5.777777778,12.55555556,4.111111111,5.333333333,14.33333333,16.33333333,14.11111111,10.11111111
"102",21.55555556,16.88888889,41.22222222,1.666666667,11.22222222,54.11111111,9,17.44444444,7.666666667,4.333333333,0.777777778,23.33333333,12.55555556,5.666666667
"103",14.33333333,2.777777778,2.888888889,2,12.44444444,55.44444444,11.11111111,14.77777778,4.666666667,2.888888889,4.444444444,17.22222222,3.777777778,7.444444444
