0,trials,blocks,67258,67507,69202,69352,69484,69571,69661,69679,69712,67045,70516,67051,67174,67609,67630
,1,1,1.014516129,1.003773585,0.882608696,1.64375,1.024324324,0.069172932,0.472727273,1.128571429,1,1,0.804651163,0.580582524,0.521276596,1.207692308,0.140298507
,2,1,0.182857143,0.444736842,0.464864865,0.2,1.375,0.109302326,0.029565217,0.209090909,0.5875,0.584615385,0.209836066,0.100970874,2.358490566,0.005263158,0.148275862
,3,1,0.273846154,0.242857143,0.157798165,0.29,0.191891892,0.021052632,0.08,0.26,0.269565217,0.610526316,0.271559633,0.283185841,1,3.365,0.096240602
,4,1,0.333333333,0.154716981,0.009756098,0.105263158,0.042553191,0.002409639,0.650746269,0.428235294,0.129032258,0.537142857,0.336842105,0.051162791,0.429268293,2.075324675,0.767741935
,5,1,0.294214876,0.146774194,0.048275862,0.208955224,0.074193548,0.03943662,0.291803279,0.028571429,0.161290323,0.260273973,0.120408163,0.704109589,0.037931034,1.595348837,0.330232558
,6,1,0.445901639,0.059090909,0.301492537,0.042553191,0.028947368,0.072727273,0.186046512,0.236363636,0.341935484,0.507368421,0.003571429,0.271910112,0.035051546,0.037623762,0.4
,7,1,0.114285714,0.074285714,0.527868852,0,0.327272727,0.356923077,0.225316456,0.145454545,0.039655172,1,0.116071429,0.26,0.228846154,1.062608696,0.5125
,8,1,0.213953488,0.296,0.120754717,0.233333333,0.450847458,0.305714286,0.003846154,0.321052632,0.273076923,0.123478261,0.16,0.044897959,0.438961039,0.56,0.1
,9,1,0.341818182,0.420338983,0.152066116,0.166197183,0.305,0.36,0.080851064,0.204651163,0.131428571,0.232608696,0.021621622,0.234645669,0.28,2.698113208,0.16
,10,1,0.25,0.042105263,0.010810811,0.0859375,0.470588235,0.295652174,0.562162162,0.2,0.205405405,0.282706767,0.2,0.273846154,0.313513513,1.144117647,0.367567568
,11,1,0.05,0.14368932,0.42,0.015384615,0.467692308,0.080851064,0.014893617,0.266666667,0.2,0.696103896,0.194736842,0.256521739,0.319327731,1.568421053,0.099115044
,12,1,0.298076923,0.050909091,0.387234043,0.301538462,0.113432836,0.026666667,0.148648649,0.044897959,0.2,0.408955224,0.076521739,0.05,0.331428571,2.304347826,0.086153846
,13,1,0.262337662,0.325274725,0.217391304,0.16,0.493617021,0.0875,0.353846154,0.214084507,0.186813187,0.401769911,0.2,0.394827586,0.096875,2.234285714,0.310280374
,14,1,0.090721649,0.418181818,0.621052632,0.139240506,0.460377359,0.225862069,0.036363636,0.187096774,0.103225806,0.4625,0.1,0.016666667,0.40338983,0.29,0.332258064
,15,1,0.164705882,0.26446281,0.057142857,0.183505155,0.316417911,0.042105263,0.023853211,0.238461538,0.08,0.005194805,0.227272727,0.515384615,0.114285714,1.057142857,0.210526316
,16,2,0.176,0.185714286,0.163636364,0.085245902,0.377570093,0.158064516,0.25,0.269565217,0.093846154,0.296363636,0.429268293,0.126213592,0.655882353,0.59245283,0.598275862
,17,2,0.186666667,0.014545455,0.146153846,0.109278351,0.222018349,0.518811881,0.291304348,0.266019417,0.276923077,0.112328767,0.253333333,0.125,0.1,0.352,0.083333333
,18,2,0.098,0.145454545,0.676,0.1,0.088607595,0.262295082,0.264788732,0.0625,0.489552239,0.232432432,0.108108108,0.065116279,0.091262136,2.673469388,0.330769231
,19,2,0.75,0.19,0.042553191,0.252173913,0.014285714,0.755,0.106666667,0.002531646,0.237837838,0.1225,0.257142857,0.164948454,0.063013699,2.097674418,0.194029851
,20,2,0.123076923,0.08,0.405504587,0.309090909,1.071698114,0.509090909,0.041558442,0.248101266,0.503448276,0.269172932,0.362162162,0.028571429,0.3125,3.889473684,0.059813084
,21,2,0.091489362,0.016666667,0.64117647,0.210204082,0.144186046,0.28,0.08,0.053191489,0.303225806,0.718072289,0.044274809,2.6,0.060869565,1.242857143,0.223529412
,22,2,0.08,0.225531915,0.319512195,0.41971831,0.2,0.055,0.023853211,0.033663366,0.028571429,0.242857143,0.216129032,0.2,0.28,1.083333333,0.271428571
,23,2,0.148387097,0.01509434,0.364705882,0.02,0.411363636,0.431818182,0.033333333,0.120930233,0.375206612,0.023853211,0.117307692,0.139130435,0.003076923,0.055769231,0.371428571
,24,2,0.1,0.165714286,0.630769231,0.436170213,0.148387097,0.008163265,0.118918919,0.151219512,0.228571429,0.376470588,0.220338983,0.176271186,0.211570248,0.80661157,1.605263158
,25,2,0.155555556,0.452173913,0.005714286,0.02173913,0.233870968,0.041322314,0.047058824,0.08988764,0.004651163,0.531034483,0.216470588,0.292957747,0.009756098,0.445070423,0.149450549
,26,2,0.026530612,0.04,0.175510204,0.033684211,0.56097561,0.15625,0.305511811,0.25,0.023404255,0.281355932,0.098,0.2575,0.357377049,0.954285714,0.191011236
,27,2,0.167164179,0.0125,0.185365854,0.003278689,0.265346535,0.091089109,0.055,0.208955224,0.069491525,0,0.157142857,0.125,0.336842105,1.574418605,0.708108108
,28,2,0.026666667,0.03539823,0.389285714,0.046,0.216129032,0.167164179,0.13253012,0.216129032,0.264516129,0.75443038,0.211570248,0.343076923,0.128125,1.444444444,0.115702479
,29,2,0.1,0.163157895,0.189830508,0.047272727,0.216216216,0.562162162,0.113846154,0.375,0.010687023,0.239622641,0.104950495,0.125,0.715789474,2.235820896,0.391891892
,30,2,0.251219512,0.075229358,0.013333333,0.0064,0.484210526,0.079699248,0.2,0.121311475,0.020618557,0.32631579,0.049056604,0.203846154,0.248818898,0.4,0.115254237
