"","distance_ 21486","distance_ 21589","distance_ 22223","distance_ 66943","distance_ 67084","distance_ 67246","distance_ 67312","distance_ 67429","distance_ 67501","distance_ 67561","distance_ 68857","distance_ 68929","distance_ 68998","distance_ 69190","distance_ 69214","distance_ 69364","distance_ 69700","distance_ 69757"
"15",32.77777778,53.33333333,58.33333333,55,50,53.33333333,58.88888889,28.88888889,27.22222222,53.88888889,38.88888889,62.77777778,71.11111111,31.11111111,33.33333333,71.66666667,55,45
"16",42.77777778,37.77777778,65.55555556,33.33333333,73.88888889,29.44444444,31.11111111,57.77777778,37.22222222,55,51.11111111,31.66666667,48.33333333,20.55555556,73.33333333,44.44444444,29.44444444,62.22222222
"17",65,67.22222222,38.33333333,30,51.66666667,53.88888889,55.55555556,55,51.66666667,47.77777778,61.11111111,22.22222222,54.44444444,44.44444444,34.44444444,42.77777778,67.77777778,68.33333333
"18",56.11111111,67.77777778,45.55555556,42.22222222,32.22222222,61.66666667,58.33333333,34.44444444,25,46.11111111,66.66666667,70.55555556,52.22222222,29.44444444,65.55555556,63.88888889,55.55555556,64.44444444
"19",38.33333333,46.66666667,70,72.22222222,67.22222222,37.77777778,35,52.77777778,66.66666667,27.22222222,45,67.77777778,68.33333333,69.44444444,33.88888889,48.88888889,21.66666667,48.88888889
"20",25.55555556,31.11111111,60,57.22222222,46.11111111,75,41.11111111,44.44444444,57.22222222,21.11111111,26.11111111,55.55555556,73.88888889,67.77777778,71.66666667,67.22222222,32.77777778,60.55555556
"21",37.22222222,21.66666667,74.44444444,34.44444444,65.55555556,43.88888889,40,27.77777778,46.66666667,28.88888889,25,59.44444444,53.88888889,36.66666667,57.22222222,62.77777778,63.33333333,61.11111111
"22",28.88888889,48.33333333,61.11111111,49.44444444,52.22222222,61.66666667,70,57.22222222,58.88888889,42.77777778,74.44444444,27.77777778,65.55555556,61.11111111,57.22222222,32.22222222,44.44444444,65.55555556
"23",61.11111111,48.33333333,51.66666667,47.77777778,22.22222222,30.55555556,40.55555556,50.55555556,31.66666667,20.55555556,58.88888889,70.55555556,21.11111111,65,63.33333333,47.22222222,73.33333333,55.55555556
"24",75,68.33333333,48.33333333,35,28.33333333,28.88888889,47.77777778,58.33333333,53.88888889,52.77777778,25,44.44444444,53.88888889,74.44444444,65,42.22222222,36.11111111,61.66666667
"25",22.77777778,52.77777778,63.88888889,23.33333333,62.77777778,33.88888889,51.11111111,52.22222222,50.55555556,55.55555556,27.77777778,57.22222222,47.22222222,67.77777778,68.88888889,71.66666667,40.55555556,20
"26",61.11111111,46.11111111,40,41.11111111,36.11111111,40.55555556,54.44444444,71.66666667,45,73.88888889,26.66666667,62.77777778,20,30.55555556,75,28.33333333,30,67.22222222
"27",51.66666667,55,30.55555556,29.44444444,75,30.55555556,35,28.33333333,63.33333333,70,28.88888889,37.22222222,64.44444444,26.66666667,55,58.88888889,32.22222222,21.66666667
"28",21.66666667,54.44444444,75,61.11111111,71.66666667,74.44444444,45,35,47.22222222,26.66666667,43.88888889,21.11111111,46.66666667,38.88888889,35.55555556,27.22222222,60.55555556,67.22222222
"29",65.55555556,36.66666667,34.44444444,56.11111111,28.88888889,68.88888889,35,73.88888889,68.33333333,55.55555556,64.44444444,32.77777778,52.77777778,33.33333333,54.44444444,72.22222222,53.33333333,26.11111111
"30",28.33333333,42.22222222,27.22222222,72.77777778,34.44444444,71.66666667,62.22222222,48.33333333,50.55555556,73.88888889,63.33333333,67.77777778,71.66666667,41.66666667,21.66666667,43.88888889,33.88888889,51.66666667
"31",32.22222222,58.33333333,60,49.44444444,31.11111111,20.55555556,34.44444444,45.55555556,67.77777778,20,29.44444444,68.33333333,63.88888889,40,21.66666667,65,36.66666667,28.33333333
"32",43.33333333,57.77777778,65.55555556,61.66666667,35,39.44444444,30,55,52.22222222,27.77777778,39.44444444,74.44444444,38.88888889,50.55555556,70.55555556,47.22222222,50,26.66666667
"33",27.77777778,72.22222222,35.55555556,34.44444444,74.44444444,42.22222222,47.22222222,72.22222222,56.11111111,35.55555556,66.11111111,30.55555556,20.55555556,26.66666667,40,55.55555556,25,33.33333333
"34",48.88888889,55,45,47.77777778,31.11111111,51.66666667,35,38.88888889,48.88888889,20.55555556,46.11111111,50.55555556,62.22222222,67.22222222,53.88888889,56.11111111,28.33333333,39.44444444
"35",53.33333333,45,66.11111111,27.22222222,58.88888889,65.55555556,60.55555556,35.55555556,57.77777778,35,28.33333333,22.77777778,72.22222222,22.22222222,70,30,67.77777778,41.11111111
"36",40,59.44444444,61.66666667,61.66666667,68.33333333,55,56.11111111,75,66.66666667,51.11111111,44.44444444,21.66666667,71.11111111,45,37.22222222,43.33333333,68.88888889,47.22222222
"37",69.44444444,52.22222222,45,51.11111111,55.55555556,73.33333333,61.11111111,60,30,59.44444444,50.55555556,67.77777778,57.77777778,43.33333333,42.22222222,33.33333333,65.55555556,20
"38",59.44444444,73.33333333,35.55555556,62.77777778,71.11111111,30,25.55555556,48.88888889,57.22222222,58.88888889,52.77777778,50,43.33333333,60.55555556,39.44444444,40,55,48.33333333
"39",57.22222222,35.55555556,65,53.33333333,59.44444444,26.66666667,42.22222222,42.22222222,41.66666667,68.33333333,58.33333333,40,68.88888889,49.44444444,33.88888889,30,56.11111111,46.66666667
"40",44.44444444,37.22222222,40.55555556,66.66666667,23.33333333,46.11111111,48.88888889,48.88888889,32.77777778,63.88888889,55,25.55555556,27.22222222,48.88888889,21.66666667,52.77777778,68.33333333,66.11111111
"41",46.66666667,51.11111111,22.22222222,53.88888889,21.11111111,56.66666667,20,75,41.66666667,51.66666667,22.77777778,68.33333333,56.11111111,46.66666667,61.66666667,53.88888889,33.33333333,35
"42",32.22222222,41.11111111,43.33333333,20,32.77777778,74.44444444,45,56.11111111,38.33333333,35.55555556,35,68.88888889,57.77777778,21.66666667,42.77777778,74.44444444,61.11111111,34.44444444
"43",41.66666667,26.11111111,43.88888889,62.77777778,42.22222222,38.33333333,71.11111111,42.77777778,69.44444444,32.22222222,73.88888889,40.55555556,36.11111111,20.55555556,20,67.77777778,58.33333333,42.77777778
"44",45.55555556,62.77777778,58.88888889,60,57.22222222,35.55555556,20,51.11111111,33.33333333,68.33333333,65,62.22222222,70.55555556,30,36.66666667,57.77777778,65.55555556,68.33333333
"45",67.22222222,52.22222222,26.11111111,60,33.33333333,43.33333333,27.22222222,64.44444444,54.44444444,26.11111111,66.66666667,58.88888889,30.55555556,73.88888889,74.44444444,46.11111111,51.11111111,45
"46",22.22222222,32.22222222,73.33333333,30.55555556,73.88888889,53.33333333,20.55555556,26.11111111,48.88888889,50,39.44444444,70,20.55555556,36.11111111,61.66666667,25.55555556,50.55555556,28.88888889
"47",31.66666667,61.11111111,50,67.22222222,27.77777778,28.88888889,52.22222222,30,35,45,53.33333333,33.33333333,38.88888889,27.77777778,32.77777778,58.33333333,50.55555556,40
"48",66.11111111,22.77777778,45,23.33333333,25,29.44444444,74.44444444,69.44444444,66.11111111,40,65,52.22222222,70.55555556,28.88888889,55,28.88888889,30.55555556,43.88888889
"49",47.77777778,36.11111111,51.11111111,35.55555556,37.22222222,32.77777778,48.33333333,69.44444444,66.11111111,38.88888889,37.77777778,40,37.22222222,47.22222222,55.55555556,31.11111111,26.66666667,47.77777778
"50",36.66666667,53.88888889,58.88888889,35,34.44444444,31.11111111,50.55555556,32.77777778,67.22222222,36.11111111,25.55555556,56.11111111,72.22222222,42.22222222,32.22222222,47.77777778,38.88888889,22.77777778
"51",33.33333333,56.66666667,58.88888889,72.22222222,30,43.88888889,36.66666667,71.11111111,58.33333333,32.22222222,52.77777778,67.22222222,56.11111111,45.55555556,54.44444444,54.44444444,66.11111111,64.44444444
"52",63.88888889,30,69.44444444,29.44444444,63.88888889,37.22222222,60.55555556,58.33333333,52.77777778,54.44444444,47.22222222,47.22222222,65.55555556,73.88888889,45.55555556,47.22222222,32.77777778,32.22222222
"53",62.22222222,21.11111111,38.88888889,37.77777778,25.55555556,27.22222222,56.11111111,40.55555556,41.11111111,54.44444444,42.77777778,51.11111111,67.77777778,75,53.88888889,63.88888889,60,45
"54",62.77777778,54.44444444,60,25,73.88888889,63.88888889,31.11111111,68.88888889,65.55555556,66.11111111,75,55,35.55555556,26.66666667,45.55555556,58.88888889,73.88888889,62.22222222
"55",52.22222222,72.77777778,68.33333333,65.55555556,67.77777778,41.66666667,73.88888889,53.33333333,59.44444444,21.11111111,57.22222222,71.11111111,68.88888889,42.77777778,30,29.44444444,31.11111111,45.55555556
"56",22.77777778,37.77777778,26.66666667,50.55555556,70,70,61.66666667,26.11111111,33.33333333,47.77777778,63.88888889,23.88888889,37.77777778,42.77777778,51.11111111,65,40.55555556,34.44444444
"57",41.11111111,55,67.22222222,74.44444444,22.77777778,43.88888889,71.11111111,37.22222222,48.33333333,21.11111111,72.77777778,33.33333333,21.11111111,33.33333333,67.22222222,23.88888889,33.88888889,59.44444444
"58",58.33333333,63.33333333,41.11111111,72.22222222,58.88888889,44.44444444,58.88888889,58.33333333,30.55555556,61.11111111,27.22222222,26.11111111,20,71.66666667,38.88888889,51.66666667,24.44444444,20.55555556
"59",30,50,72.22222222,61.66666667,33.33333333,53.33333333,51.11111111,23.88888889,64.44444444,34.44444444,38.88888889,43.33333333,73.88888889,57.77777778,43.88888889,42.22222222,46.11111111,63.88888889
"60",60,30,64.44444444,31.66666667,49.44444444,73.88888889,33.88888889,43.33333333,67.22222222,34.44444444,33.88888889,70.55555556,62.22222222,47.22222222,70.55555556,68.33333333,56.11111111,72.77777778
"61",21.11111111,70,53.33333333,50.55555556,43.33333333,52.22222222,26.66666667,37.22222222,31.66666667,45,65,56.11111111,28.88888889,63.33333333,28.33333333,56.11111111,43.33333333,31.11111111
"62",37.77777778,68.88888889,58.88888889,43.88888889,63.88888889,30,20,74.44444444,37.77777778,61.11111111,63.88888889,69.44444444,61.66666667,50.55555556,53.33333333,25.55555556,39.44444444,72.77777778
"63",36.11111111,62.22222222,69.44444444,53.88888889,34.44444444,32.22222222,48.33333333,58.88888889,30,65,30,58.33333333,37.77777778,56.11111111,34.44444444,45,63.88888889,61.66666667
"64",46.11111111,57.22222222,48.33333333,33.88888889,40,22.77777778,53.33333333,38.33333333,30.55555556,25,71.66666667,29.44444444,36.11111111,21.66666667,45.55555556,25,51.66666667,41.11111111
"65",56.66666667,50,34.44444444,70.55555556,53.33333333,70,60.55555556,65,43.88888889,51.11111111,68.88888889,69.44444444,70.55555556,51.66666667,62.22222222,41.66666667,75,56.66666667
"66",27.22222222,41.66666667,54.44444444,67.22222222,65.55555556,68.88888889,56.66666667,70,23.33333333,47.22222222,25.55555556,21.11111111,50.55555556,43.88888889,69.44444444,50,75,45
"67",68.33333333,25,70,53.33333333,41.66666667,72.22222222,45,23.88888889,66.11111111,30,54.44444444,50,20.55555556,52.77777778,29.44444444,46.11111111,30,63.88888889
"68",50,63.88888889,71.11111111,23.88888889,27.77777778,29.44444444,66.66666667,50,60.55555556,35.55555556,48.88888889,45,31.11111111,21.11111111,27.22222222,23.88888889,67.77777778,70
"69",45.55555556,41.11111111,33.33333333,68.88888889,58.33333333,36.11111111,53.88888889,65,57.77777778,60,73.88888889,35,24.44444444,48.33333333,66.66666667,30.55555556,47.22222222,67.22222222
"70",47.77777778,73.88888889,33.88888889,65,27.77777778,21.11111111,72.22222222,60,42.22222222,39.44444444,21.11111111,38.33333333,57.77777778,64.44444444,67.22222222,35,51.66666667,52.77777778
"71",21.11111111,30.55555556,68.33333333,52.22222222,45,56.11111111,30,70.55555556,75,44.44444444,22.77777778,36.66666667,32.77777778,67.77777778,74.44444444,42.77777778,71.11111111,47.77777778
