consentMouse1.x,consentMouse1.y,consentMouse1.leftButton,consentMouse1.midButton,consentMouse1.rightButton,consentMouse1.clicked_name,consent_Mouse.x,consent_Mouse.y,consent_Mouse.leftButton,consent_Mouse.midButton,consent_Mouse.rightButton,consent_Mouse.clicked_name,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse_2.x,startMouse_2.y,startMouse_2.leftButton,startMouse_2.midButton,startMouse_2.rightButton,start_distance,fixedOri,minimalDistance,maxOri,this_ori,accuracy,presented_accuracy,submitMouse.x,submitMouse.y,submitMouse.leftButton,submitMouse.midButton,submitMouse.rightButton,submitMouse.time,submitMouse.clicked_name,block_accuracy,continueMouse.x,continueMouse.y,continueMouse.leftButton,continueMouse.midButton,continueMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,startOri,participant,condition,nTrials,date,expName,psychopyVersion,OS,frameRate,continueMouse.clicked_name,EndButtonMouse.x,EndButtonMouse.y,EndButtonMouse.leftButton,EndButtonMouse.midButton,EndButtonMouse.rightButton,EndButtonMouse.clicked_name
0.376223958,-0.392730035,1,0,0,consent_button1,0.367677951,-0.403776042,1,0,0,consent_button,0.276106771,-0.314835069,1,0,0,0.206727431,-0.365499132,1,0,0,26.11111111,21,20,75,57.11111111,36.11111111,28.88888889,0.199101562,-0.316519097,1,0,0,3.8812,submitButton,28.88888889,-0.163719618,-0.411931424,0,0,0,0,0,0,20,1,21,68824,blockP,180,2022-02-10_11h27.17.411,orientation adjustment blockP,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,60.55555556,32,20,75,90.55555556,58.55555556,49.77222222,0.397777778,-0.310646701,1,0,0,2.4838,submitButton,39.33055556,-0.229231771,-0.416280382,0,0,0,0,1,1,31,1,32,68824,blockP,180,2022-02-10_11h27.17.411,orientation adjustment blockP,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-33.33333333,74,20,75,96.66666667,22.66666667,14.73333333,0.180837674,-0.305672743,1,0,0,2.8326,submitButton,31.13148148,-0.237152778,-0.412721354,0,0,0,0,2,2,73,1,74,68824,blockP,180,2022-02-10_11h27.17.411,orientation adjustment blockP,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-45,27,20,75,-88,65,55.25,0.419782986,-0.311354167,1,0,0,0.5662,submitButton,55.25,-0.229487847,-0.410286458,0,0,0,0,3,3,101,1,27,68824,blockP,180,2022-02-10_11h27.17.411,orientation adjustment blockP,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-47.22222222,67,20,75,108.7777778,41.77777778,33.42222222,0.161944444,-0.293259549,1,0,0,4.0667,submitButton,44.33611111,-0.307248264,-0.401553819,0,0,0,0,4,4,141,1,67,68824,blockP,180,2022-02-10_11h27.17.411,orientation adjustment blockP,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-68.88888889,-10,20,75,-205.8888889,15.88888889,10.32777778,0.415438368,-0.29437066,1,0,0,0.3,submitButton,33,-0.25250434,-0.407235243,0,0,0,0,5,5,9,1,10,68824,blockP,180,2022-02-10_11h27.17.411,orientation adjustment blockP,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,25,-85,20,75,-82,3,1.2,0.384926215,-0.308988715,1,0,0,0.2168,submitButton,1.2,-0.439049479,-0.420503472,0,0,0,0,6,6,84,1,85,68824,blockP,180,2022-02-10_11h27.17.411,orientation adjustment blockP,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,35,61,20,75,55,6,2.4,0.398780382,-0.293585069,1,0,0,0.1828,submitButton,1.8,-0.18796875,-0.421575521,0,0,0,0,7,7,60,1,61,68824,blockP,180,2022-02-10_11h27.17.411,orientation adjustment blockP,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-26.66666667,-28,20,75,-30.66666667,2.666666667,1.066666667,0.218424479,-0.296861979,1,0,0,0.1326,submitButton,1.555555556,-0.449678819,-0.389939236,0,0,0,0,8,8,27,1,28,68824,blockP,180,2022-02-10_11h27.17.411,orientation adjustment blockP,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-57.22222222,-49,20,75,-226.2222222,2.777777778,1.111111111,0.39859809,-0.30765625,1,0,0,0.2496,submitButton,1.111111111,-0.239435764,-0.421983507,0,0,0,0,9,9,48,1,49,68824,blockP,180,2022-02-10_11h27.17.411,orientation adjustment blockP,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,42.77777778,56,20,75,227.7777778,8.222222222,3.288888889,0.163025174,-0.308832465,1,0,0,0.1331,submitButton,2.2,-0.248333333,-0.397703993,0,0,0,0,10,10,55,1,56,68824,blockP,180,2022-02-10_11h27.17.411,orientation adjustment blockP,2021.2.3,MacIntel,60.0024001,,,,,,,
