consentMouse1.x,consentMouse1.y,consentMouse1.leftButton,consentMouse1.midButton,consentMouse1.rightButton,consentMouse1.clicked_name,consent_Mouse.x,consent_Mouse.y,consent_Mouse.leftButton,consent_Mouse.midButton,consent_Mouse.rightButton,consent_Mouse.clicked_name,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse_2.x,startMouse_2.y,startMouse_2.leftButton,startMouse_2.midButton,startMouse_2.rightButton,start_distance,fixedOri,minimalDistance,maxOri,this_ori,accuracy,presented_accuracy,submitMouse.x,submitMouse.y,submitMouse.leftButton,submitMouse.midButton,submitMouse.rightButton,submitMouse.time,submitMouse.clicked_name,block_accuracy,continueMouse.x,continueMouse.y,continueMouse.leftButton,continueMouse.midButton,continueMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,startOri,participant,condition,nTrials,date,expName,psychopyVersion,OS,frameRate,continueMouse.clicked_name,EndButtonMouse.x,EndButtonMouse.y,EndButtonMouse.leftButton,EndButtonMouse.midButton,EndButtonMouse.rightButton,EndButtonMouse.clicked_name
0.350925963,-0.407407491,1,0,0,consent_button1,0.354629667,-0.407407491,1,0,0,consent_button,0.20277781,-0.28703706,1,0,0,0.20277781,-0.28703706,1,0,0,24.44444444,42,20,75,90.44444444,48.44444444,38.75555556,-0.143518496,-0.419444472,1,0,0,3.0956,submitButton,38.75555556,-0.143518496,-0.419444472,0,0,0,0,0,0,26,1,42,67627,blockP,180,2022-02-12_16h45.48.365,orientation adjustment blockP,2021.2.3,Win32,59.85873339,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,25,-43,20,75,-18,25,16.25,-0.143518496,-0.419444472,1,0,0,830.3001,submitButton,27.50277778,-0.143518496,-0.419444472,0,0,0,0,1,1,27,1,43,67627,blockP,180,2022-02-12_16h45.48.365,orientation adjustment blockP,2021.2.3,Win32,59.85873339,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,71.11111111,69,20,75,140.1111111,71.11111111,64,-0.231481462,-0.401851935,1,0,0,1.7641,submitButton,39.66851852,-0.231481462,-0.401851935,0,0,0,0,2,2,53,1,69,67627,blockP,180,2022-02-12_16h45.48.365,orientation adjustment blockP,2021.2.3,Win32,59.85873339,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-30.55555556,-57,20,75,-87.55555556,30.55555556,24.44444444,-0.22962961,-0.398148175,1,0,0,0.5706,submitButton,24.44444444,-0.22962961,-0.398148175,0,0,0,0,3,3,41,1,57,67627,blockP,180,2022-02-12_16h45.48.365,orientation adjustment blockP,2021.2.3,Win32,59.85873339,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-20.55555556,-28,20,75,-48.55555556,20.55555556,13.36111111,-0.22962961,-0.395370397,1,0,0,0.5832,submitButton,18.90277778,-0.22962961,-0.395370397,0,0,0,0,4,4,12,1,28,67627,blockP,180,2022-02-12_16h45.48.365,orientation adjustment blockP,2021.2.3,Win32,59.85873339,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-58.88888889,23,20,75,-35.88888889,58.88888889,50.05555556,-0.22962961,-0.395370397,1,0,0,1.2768,submitButton,29.28703704,-0.22962961,-0.395370397,0,0,0,0,5,5,7,1,23,67627,blockP,180,2022-02-12_16h45.48.365,orientation adjustment blockP,2021.2.3,Win32,59.85873339,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-55,50,20,75,-5,55,46.75,-0.227777758,-0.390740824,1,0,0,0.9644,submitButton,46.75,-0.227777758,-0.390740824,0,0,0,0,6,6,34,1,50,67627,blockP,180,2022-02-12_16h45.48.365,orientation adjustment blockP,2021.2.3,Win32,59.85873339,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,21.11111111,-39,20,75,-17.88888889,21.11111111,13.72222222,-0.226851832,-0.388888915,1,0,0,11.3213,submitButton,30.23611111,-0.226851832,-0.388888915,0,0,0,0,7,7,23,1,39,67627,blockP,180,2022-02-12_16h45.48.365,orientation adjustment blockP,2021.2.3,Win32,59.85873339,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-56.11111111,-30,20,75,-86.11111111,56.11111111,47.69444444,-0.22499998,-0.38240749,1,0,0,4.9943,submitButton,36.05555556,-0.22499998,-0.38240749,0,0,0,0,8,8,14,1,30,67627,blockP,180,2022-02-12_16h45.48.365,orientation adjustment blockP,2021.2.3,Win32,59.85873339,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,32.22222222,-32,20,75,0.222222222,32.22222222,25.77777778,-0.22499998,-0.38240749,1,0,0,8.8399,submitButton,25.77777778,-0.22499998,-0.38240749,0,0,0,0,9,9,16,1,32,67627,blockP,180,2022-02-12_16h45.48.365,orientation adjustment blockP,2021.2.3,Win32,59.85873339,,,,,,,
