consentMouse1.x,consentMouse1.y,consentMouse1.leftButton,consentMouse1.midButton,consentMouse1.rightButton,consentMouse1.clicked_name,consent_Mouse.x,consent_Mouse.y,consent_Mouse.leftButton,consent_Mouse.midButton,consent_Mouse.rightButton,consent_Mouse.clicked_name,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse_2.x,startMouse_2.y,startMouse_2.leftButton,startMouse_2.midButton,startMouse_2.rightButton,start_distance,fixedOri,minimalDistance,maxOri,this_ori,accuracy,presented_accuracy,submitMouse.x,submitMouse.y,submitMouse.leftButton,submitMouse.midButton,submitMouse.rightButton,submitMouse.time,submitMouse.clicked_name,block_accuracy,continueMouse.x,continueMouse.y,continueMouse.leftButton,continueMouse.midButton,continueMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,startOri,participant,condition,nTrials,date,expName,psychopyVersion,OS,frameRate,continueMouse.clicked_name,EndButtonMouse.x,EndButtonMouse.y,EndButtonMouse.leftButton,EndButtonMouse.midButton,EndButtonMouse.rightButton,EndButtonMouse.clicked_name
0.35394043,-0.416352539,1,0,0,consent_button1,0.348798828,-0.408666992,1,0,0,consent_button,0.330009766,-0.329833984,1,0,0,0.347719727,-0.335449219,1,0,0,-55.55555556,25,20,75,43.44444444,18.44444444,18.44444444,0.224936523,-0.313486328,1,0,0,0.43313,submitButton,18.44444444,-0.126699219,-0.34784668,0,0,0,0,0,0,24,1,25,67003,blockT,180,2022-02-09_22h11.54.104,orientation adjustment block,2021.2.3,MacIntel,59.97720866,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,60.55555556,52,20,75,-48.44444444,79.55555556,79.55555556,0.35328125,-0.306645508,1,0,0,1.433855,submitButton,49,-0.283007813,-0.373759766,0,0,0,0,1,1,126,1,52,67003,blockT,180,2022-02-09_22h11.54.104,orientation adjustment block,2021.2.3,MacIntel,59.97720866,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-44.44444444,53,20,75,29.55555556,23.44444444,23.44444444,0.190708008,-0.284111328,1,0,0,1.50016,submitButton,40.48148148,-0.057407227,-0.158300781,0,0,0,0,2,2,127,1,53,67003,blockT,180,2022-02-09_22h11.54.104,orientation adjustment block,2021.2.3,MacIntel,59.97720866,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-43.88888889,13,20,75,53.11111111,40.11111111,40.11111111,0.207348633,-0.272573242,1,0,0,0.43339,submitButton,40.11111111,-0.040195312,-0.259985352,0,0,0,0,3,3,12,1,13,67003,blockT,180,2022-02-09_22h11.54.104,orientation adjustment block,2021.2.3,MacIntel,59.97720866,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,30.55555556,-73,20,75,-73.44444444,0.444444444,0.444444444,0.360244141,-0.301264648,1,0,0,0.099205,submitButton,20.27777778,-0.171118164,-0.297294922,0,0,0,0,4,4,72,1,73,67003,blockT,180,2022-02-09_22h11.54.104,orientation adjustment block,2021.2.3,MacIntel,59.97720866,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,21.11111111,89,20,75,88.11111111,0.888888889,0.888888889,0.441582031,-0.308300781,1,0,0,0.6336,submitButton,13.81481481,-0.026894531,-0.262314453,0,0,0,0,5,5,88,1,89,67003,blockT,180,2022-02-09_22h11.54.104,orientation adjustment block,2021.2.3,MacIntel,59.97720866,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,45,-12,20,75,-22,10,10,0.410239258,-0.294550781,1,0,0,0.035775,submitButton,10,-0.062700195,-0.287949219,0,0,0,0,6,6,11,1,12,67003,blockT,180,2022-02-09_22h11.54.104,orientation adjustment block,2021.2.3,MacIntel,59.97720866,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,31.66666667,61,20,75,244.6666667,3.666666667,3.666666667,0.188295898,-0.288496094,1,0,0,2.250495,submitButton,6.833333333,-0.130327148,-0.254692383,0,0,0,0,7,7,60,1,61,67003,blockT,180,2022-02-09_22h11.54.104,orientation adjustment block,2021.2.3,MacIntel,59.97720866,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,68.88888889,72,20,75,237.8888889,14.11111111,14.11111111,-0.141230469,-0.388745117,1,0,0,2.083915,submitButton,9.259259259,0.023618164,-0.264394531,0,0,0,0,8,8,71,1,72,67003,blockT,180,2022-02-09_22h11.54.104,orientation adjustment block,2021.2.3,MacIntel,59.97720866,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-44.44444444,-39,20,75,-223.4444444,4.444444444,4.444444444,0.398662109,-0.280234375,1,0,0,2.417865,submitButton,4.444444444,-0.187182617,-0.402202148,0,0,0,0,9,9,113,1,39,67003,blockT,180,2022-02-09_22h11.54.104,orientation adjustment block,2021.2.3,MacIntel,59.97720866,,,,,,,
