"","lp","lp.1","lp.2","lp.3","lp.4","lp.5","lp.6","lp.7","lp.8","lp.9","lp.10","lp.11","lp.12","lp.13","lp.14","lp.15","lp.16","lp.17","lp.18","lp.19"
"164",,,,,0.004545455,0.478947368,,,0.28,,,,,,,,0.375510204,0.175,0.008474576,0.001612903
"165",,,,,0.072164948,0.126732673,,,0.298701299,,,,,,,,0.021621622,0.125,0.432258064,0.135064935
"166",,,,,0.37,0.183561644,,,0.015625,,,,,,,,,0.092307692,,0.134246575
"167",,,,,0.19,0.141284404,,,0.181679389,,,,,,,,,0.64,,0.131578947
"168",,,,,0.18490566,0.169230769,,,0.291803279,,,,,,,,,0.290566038,,0.288372093
"169",,,,,0.032,0.060273973,,,0.178947368,,,,,,,,,0.118446602,,0.052830189
"170",,,,,0.246938775,0.371428571,,,0.003571429,,,,,,,,,0.084931507,,0.042857143
"171",,,,,0.25,0.108928571,,,0.050909091,,,,,,,,,0.005882353,,0.145454545
"172",,,,,0.292857143,0.037288136,,,0.023529412,,,,,,,,,0.048351648,,0.249586777
"173",,,,,0.120930233,0.185365854,,,0.083673469,,,,,,,,,0.253932584,,0.065384615
"174",,,,,0.011764706,0.055,,,0.424742268,,,,,,,,,0.24516129,,0.2
"175",,,,,0.134615385,0.154216867,,,0.210204082,,,,,,,,,0.147058824,,0.001818182
"176",,,,,0.010810811,0.05,,,0.007142857,,,,,,,,,0.020472441,,0.014285714
"177",,,,,0.1,0.2,,,0.06875,,,,,,,,,0.1,,0.14893617
"178",,,,,0.383783784,0.262650602,,,0.026666667,,,,,,,,,0.155384615,,0.692682927
"179",,,,,0.14893617,0.036363636,,,0.001503759,,,,,,,,,0.073267327,,0.065384615
"180",,,,,0.022857143,0.063265306,,,0.1,,,,,,,,,0.216901408,,0.114754098
