"","X66961","X67378","X67765","X68818","X69298","X69844","X67684","X68812","X69094","X69592","X69622","X67120","X67360","X67567","X67672","X68977","X69478","X68932","X67072","X69610"
"coeff (Intercept)","-1.57202629775422","-1.1703704560012","-1.35032496361504","-0.437200861357622","-1.46014389136883","-1.55985251238093","-1.28670985826427","-1.01067329382514","-1.13754512500371","-1.61551447479021","-1.07147556323787","-1.59611941652385","-0.533533252037596","-0.43032058897993","-1.34473693857303","-1.36320187488251","-1.43941125610047","-1.29502516961957","-1.30925407651584","-1.18063260486344"
"coeff block","0.0198687160893115","0.00343523268694277","0.00520871828525764","0.00683456546765858","-0.0173983014287912","0.0202366467760269","0.0250298168435442","-0.005149671144283","-0.0636349004864181","0.00873413867528126","-0.0859529342111091","-0.0378474380096924","-0.0481131989964085","-0.0888495630064974","-0.0112909889217167","-0.0080783489867112","-0.0469882753598621","-0.00375812180990379","-0.0306817224875565","-0.0280957492618231"
"Std. Error (Intercept)","0.166274125581303","0.327267188115819","0.212649164158367","0.210977082011817","0.0964229164828897","0.204759656092434","0.0843635789146788","0.180281901383855","0.182701231411444","0.2202222595998","0.167029493684234","0.276865567322855","0.168908269012354","0.213733820196733","0.155830995564468","0.204584828881627","0.159018804000712","0.273646981073184","0.131737017191685","0.198433513495297"
"Std. Error block","0.0225922048521821","0.0444668545359145","0.0288933317887876","0.0286661405631386","0.0131012944678582","0.027821358733537","0.0114627531508003","0.0244954867930632","0.0248242090124538","0.0299223128342739","0.022694839166815","0.03761862281101","0.0229501144655766","0.0290407075234501","0.0211732628982642","0.0277976043932481","0.0216064007720576","0.0371813030558601","0.0178995358935429","0.0269618052162416"
"P-value (Intercept)","2.65170818941728e-06","0.0050435302400942","8.35165407841082e-05","0.0650360539847233","3.19125331682483e-08","1.80281385669882e-05","2.9788091582639e-08","0.000225777432320431","9.80359352822981e-05","2.4945561785892e-05","7.68467488889995e-05","0.000181419871001512","0.0101809972729538","0.0717726873567555","6.02922197702127e-06","5.61564384494099e-05","3.92970101293922e-06","0.00080118268571306","1.68214012290939e-06","0.000141286201074871"
"P-value block","0.399797334130067","0.939945516101338","0.860538311376429","0.81637037051601","0.213696560556631","0.483675786332526","0.0539183399265579","0.8377102615464","0.0282071785391881","0.776333525547009","0.00355890353985275","0.338099299076181","0.0624513043918557","0.0120550977294419","0.60549746954125","0.777284942950082","0.0547300067417333","0.921488321508677","0.117279634728819","0.321922586620038"
"R-squared","0.0717907154839546","0.00059645870815407","0.00323934627532355","0.00565225383747407","0.149915748101058","0.0502493040000241","0.32286085075152","0.00440019220381248","0.396540763853329","0.00844822061070106","0.589219446061738","0.091916402684768","0.305314284687596","0.483482780382761","0.0276509821896694","0.00837486869631127","0.321089789618576","0.0010205846509492","0.227092768361481","0.0979519274051422"
"BayesFactor","82.9659486301431","0.169750522359881","0.211447876449609","0.258576201791666","147947.031433883","11.9882591528641","51455340943147.2","0.232921285281762","1186893507938927872","0.326736699950275","5.2762995977664e+32","531.192904715831","5559279711708.02","9.7221037899363e+23","1.6683837274699","0.324733717028186","40992893980183.8","0.175831564567946","534275349.915358","935.802244180348"
