"","X66961","X67378","X67765","X68818","X69298","X69844","X67684","X68812","X69094","X69592","X69622","X67120","X67360","X67567","X67672","X68977","X69478","X68932","X67072","X69610"
"coeff (Intercept)","-1.85502672472429","-1.6476300770022","-1.91410011256083","-0.986628248727443","-1.94050286300412","-2.06160801534571","-1.78824230126973","-1.49603520903673","-1.43284807689449","-2.01933853380261","-1.75770231419579","-2.18636616964318","-0.908307163944677","-0.987056049477972","-2.02968104371333","-1.75411193392873","-1.91704663982864","-1.98540044057913","-1.72629878133261","-1.62072275365283"
"coeff trials","-0.000473010708144094","0.000730427430698854","0.000936242569451901","0.00013789095226478","-0.00063107304229261","0.00234911369823396","0.00252201556358115","-0.00153456121091067","-0.00590454796346971","-0.00126609670570246","-0.00488175569149391","-0.00114321602721997","-0.00517791393320022","-0.00493639832953664","0.00115971478781387","-0.000871103529763605","-0.00246750269438694","0.00103950526632338","-0.00226279278636819","-0.0035902440670066"
"Std. Error (Intercept)","0.1598129249444","0.16943027975309","0.177186281955715","0.197867796424395","0.172162693633239","0.159309451943427","0.168419302697875","0.181694846202348","0.172450453085437","0.182621543306528","0.187512410818583","0.181971053741055","0.178941194840188","0.162754705234854","0.176741404784092","0.160933455575749","0.157449718841885","0.183277114976846","0.163129784911739","0.194193297619805"
"Std. Error trials","0.00153142113681074","0.00162358026874178","0.00169790282878743","0.00189608522492099","0.00164976386041331","0.00152659656335542","0.00161389249391553","0.00174110653453504","0.00165252134018265","0.00174998668946154","0.00179685384922291","0.00174375331709702","0.00171471943286046","0.00155961100016643","0.00169363975492062","0.00154215871822907","0.0015087755105118","0.00175626876153405","0.00156320523352001","0.00186087402320816"
"P-value (Intercept)","1.4881927978001e-23","3.40318846556164e-18","3.06393007214935e-21","1.45344306957866e-06","1.3875950585303e-22","1.99541049755916e-27","1.03245681931694e-20","3.7674459526984e-14","2.39203122897309e-14","5.71209262154197e-22","3.19067714720445e-17","9.83756471297345e-25","9.64988359807816e-07","7.72996418230222e-09","3.38517979075142e-23","1.61918444336368e-21","3.36097592107875e-25","2.51460158879376e-21","1.30238231221211e-20","1.90843163204639e-14"
"P-value trials","0.757781302295383","0.653339413622185","0.582043377894983","0.942107381721949","0.702529641231337","0.125630984110175","0.119901379753984","0.379305484588781","0.000454106937772246","0.470328986036536","0.00724161670569954","0.512923797938627","0.00290247092855877","0.00182355518072603","0.494394211065352","0.572880280354632","0.103725209708912","0.554680087642645","0.149506350366582","0.0552799788566044"
"R-squared","0.000535673258690713","0.00113577701403595","0.00170525717606978","2.97113870931063e-05","0.000821369969889457","0.0131280528239085","0.0135334549028702","0.00434516772791518","0.0669231779198128","0.00293203417301603","0.0398163000660654","0.00240890169999562","0.0487311636922725","0.0532829208356124","0.00262722831909725","0.00178930187893865","0.0148036500635264","0.00196425346879085","0.0116346965090593","0.0204835733241162"
"BayesFactor","0.168896670823213","0.177521078841695","0.186119152639213","0.161956640577455","0.17294816599331","0.484300906925251","0.501154153906559","0.231855082415672","53.334227794021","0.206107569459223","4.78868166581406","0.197329981997859","10.4815774427296","15.6912527473053","0.200946132283494","0.187423429100998","0.557916907866224","0.190168343208918","0.427031185232077","0.903443202464424"
