"","X67258","X67507","X69202","X69352","X69484","X69571","X69661","X69679","X69712","X67045","X70516","X67051","X67174","X67609","X67630"
"coeff (Intercept)","0.200700576800372","0.194030012378275","0.284788032124395","0.215975427134575","0.311128799309063","0.191499710475481","0.1783879578509","0.268221064320112","0.251325377422284","0.438662906129175","0.183083902928554","0.258704636129981","0.281709753901303","0.999748884167473","0.304202155736747"
"coeff trial","3.39685567178e-05","-0.000216020899330226","0.000160249479288456","-3.99645735557675e-05","-0.000856665650806095","-0.000430080261914463","0.000145459812942786","-0.000300927666888895","-0.000760805945427327","-0.000465003821378232","-1.22486665524659e-05","-4.58317478450983e-05","-0.000100570240161731","-0.000473375568087492","-0.000866972775851107"
"Std. Error (Intercept)","0.0417298042324688","0.0266121354176421","0.0322344437047999","0.039129688573606","0.038363666116664","0.0243720014147854","0.032573973350643","0.0431368350289246","0.0326126769883418","0.0563164977910173","0.0230772043030825","0.0597493944983155","0.0483543299746294","0.139816669192682","0.0324114904378826"
"Std. Error trial","0.000399879448166101","0.00025501308288066","0.000308889336954697","0.000374963615610502","0.000367623139349019","0.000233546805591406","0.000312142909069712","0.000413362442126607","0.000312513790016069","0.000539657697262749","0.000221139300594966","0.000572553726040606","0.000463359537441865","0.00133980529143461","0.000310585902544374"
"P-value (Intercept)","3.20980464083328e-06","9.70141408366865e-12","9.42759932833092e-16","1.18610496612244e-07","7.94563193919161e-14","3.5873979523454e-13","1.46141522287901e-07","3.48758049245081e-09","8.74117857683793e-13","5.36673897253385e-13","2.28219016685278e-13","2.48649514506607e-05","2.60698471089124e-08","2.15832629455561e-11","2.95981185579098e-17"
"P-value trial","0.932398999085709","0.398078376287461","0.604549800339346","0.915240198899261","0.0209125419180558","0.0672101073390188","0.641782444649291","0.467570436426055","0.0159007769622065","0.390031514777046","0.955890745681145","0.936289051315108","0.828421228719699","0.724269122579837","0.00582089360380754"
"R-squared","4.05376354762644e-05","0.00401512764366433","0.00150977155196996","6.38152378179941e-05","0.0296037108175508","0.018695409752254","0.00121851136634535","0.002968595624277","0.0322229100186692","0.00415382836729347","1.72352772086092e-05","3.59968678181767e-05","0.000264586593674746","0.000700815715107693","0.0419392341061885"
"BayesFactor","0.162102062472211","0.225563178053001","0.183120997051879","0.162415184729873","1.97382875021635","0.775942651108945","0.178744705116921","0.206735665400624","2.47477823786926","0.228185969134496","0.161789221567346","0.162041053170678","0.165141532667896","0.171226664873065","5.76599268264782"
