"","X67258","X67507","X69202","X69352","X69484","X69571","X69661","X69679","X69712","X67045","X70516","X67051","X67174","X67609","X67630"
"coeff (Intercept)","-1.65366911932347","-1.68561334678416","-1.27278290438573","-1.60412867627235","-1.18916295983537","-1.66781679067372","-1.79034229388286","-1.41335896643878","-1.36768209860783","-0.853314446323675","-1.72017641035844","-1.44868127567478","-1.43111264461795","-0.1284044520244","-1.17872970357627"
"coeff block","-0.00236645160447455","-0.0155210681775601","0.00573188800058897","0.000366699402274393","-0.0504319778947716","-0.0391523768734382","0.0165625427660614","-0.0127278165231256","-0.0588880486995542","-0.0128049371899411","-0.000684039354781935","0.00432402674110385","0.00859643383465002","0.00132060375105559","-0.0567221017620663"
"Std. Error (Intercept)","0.258614827061941","0.188905413860678","0.161320823123791","0.225031702364083","0.210559158345008","0.16904616842576","0.162067843802084","0.252738542149297","0.160907103955759","0.0984142460406854","0.138450245541431","0.22164773218794","0.263246104458016","0.273830389830556","0.19683084279717"
"Std. Error block","0.0351388355245814","0.0256671914088031","0.0219191835782845","0.0305757874249576","0.0286093559187442","0.0229688513062353","0.022020683701252","0.0343404056302602","0.0218629702127788","0.0133718628749429","0.0188116840077891","0.0301159964191963","0.0357681022087009","0.0372062233987201","0.0267440451492673"
"P-value (Intercept)","7.88957005838254e-05","4.46986736438614e-06","1.32938592199291e-05","3.18542211636862e-05","0.000213146871405372","1.7984487206523e-06","6.33666377387188e-07","0.000230175869349368","6.89851634086554e-06","5.77860187017198e-06","2.1053273524323e-07","6.58861953480658e-05","0.000286294193501877","0.649182826749338","0.00013414416794327"
"P-value block","0.947633939906309","0.558845708910882","0.799013244797371","0.990666991018153","0.108414360635823","0.119088953317953","0.469302957654545","0.718638534741176","0.0225634816612368","0.360841423337945","0.971708971551839","0.888684963774929","0.814923520874734","0.972384225651167","0.0599302443977512"
"R-squared","0.000453339536930526","0.03527680426471","0.00679183186487067","1.43833105301481e-05","0.2370716382883","0.225143331185261","0.0535419048257081","0.0135510080757789","0.420457044289166","0.083997743579111","0.000132205464817578","0.00205725389964456","0.00574306172826993","0.000125967689537813","0.310264957276956"
"BayesFactor","0.167747085293768","3.22471228317961","0.284417850595135","0.161750975249132","1643089411.21654","429772342.43351","16.0567997685417","0.501897178713843","40694175257131622400","254.379210691046","0.163338706495443","0.191644071685023","0.260544979447817","0.163254252693423","10353454639278.5"
