"","X67258","X67507","X69202","X69352","X69484","X69571","X69661","X69679","X69712","X67045","X70516","X67051","X67174","X67609","X67630"
"coeff (Intercept)","-1.91772995826715","-2.02577024703717","-1.75965655568563","-2.01946227888505","-1.66929458131272","-2.14319954206047","-2.23097567693165","-1.7608858175023","-1.92919190300932","-1.28148559862163","-2.08955670335292","-2.02583954012234","-1.93778329236017","-0.826973108691362","-1.52186396017058"
"coeff trials","-0.00230612382348024","-0.00228782984633658","0.00153154318704492","-0.000635509976071703","-0.00375933454096028","-0.00258921936635008","0.000948534394370947","-0.0020306887940674","-0.00343368817852438","-0.00086566415907487","-0.000194819465078029","0.000340742077113323","0.00133627244969761","0.00135203607308232","-0.00460813584071874"
"Std. Error (Intercept)","0.166716761674792","0.174583745017569","0.16637672320294","0.173783556064562","0.171887038814349","0.1668971971117","0.162026283793912","0.176385238290074","0.17392951573442","0.160436776723033","0.160224374263375","0.178460311789735","0.167153531141643","0.208870736980076","0.155781798434579"
"Std. Error trials","0.00159757774772122","0.00167296379411427","0.00159431929973709","0.00166529591445745","0.00164712237433663","0.00159930678585757","0.00155263083888377","0.00169022675877308","0.00166669458558259","0.00153739925028541","0.00153536388539647","0.00171011132955434","0.00160176312880778","0.00200152185177644","0.00149279251935414"
"P-value (Intercept)","2.98321061524764e-23","1.52893491527276e-23","1.35482543520889e-20","1.36420550396824e-23","3.69801106307782e-18","3.88796073677816e-27","7.71821770483194e-30","6.43506612365036e-19","4.5535734779055e-22","1.65478611985129e-13","1.01666455144232e-27","8.14007027063125e-23","1.64061070903535e-23","0.00010856149188469","2.55467959530748e-18"
"P-value trials","0.150633725228371","0.173183151416874","0.338043765986937","0.70319852261392","0.0236508788221732","0.107225576622251","0.54203137400445","0.231180637290117","0.0408366519208455","0.574095439308743","0.899172157409027","0.842293516035121","0.4052577603417","0.500232195922139","0.00234615466326067"
"R-squared","0.0115708899775918","0.0103971733092048","0.00515753520540702","0.000817498057173977","0.028433018109261","0.0145112822001177","0.00209237772546932","0.0080439475096831","0.0232892562843973","0.00177800376816087","9.04446260466119e-05","0.000222990267220196","0.00389474182720358","0.00255696031657305","0.050813953813064"
"BayesFactor","0.424743486883754","0.384812363049548","0.248112743752094","0.172892603099523","1.78449051342865","0.54429811093016","0.192204438090833","0.315851334578581","1.14784314043423","0.187247556617921","0.162774147848199","0.16457288703208","0.223311553908232","0.199774991967344","12.6031834805743"
