"","x"
"1",-0.00762844954746917
"2",-0.0199736021246167
"3",-0.0226443243244744
"4",-0.0296508155181007
"5",-0.0390902523129036
"6",-0.00480426208253389
"7",-0.0139902666501627
"8",-0.0382560004170748
"9",0.000688129652632098
"10",-0.0200581258523523
"11",-0.012355382548004
"12",0.000843002673130553
"13",8.47709494247148e-06
"14",-0.00548785961038227
"15",-0.00588118942833617
"16",-0.00625680526254256
"17",-0.0037989280159591
"18",-0.0113771705270326
