consentMouse1.x,consentMouse1.y,consentMouse1.leftButton,consentMouse1.midButton,consentMouse1.rightButton,consentMouse1.clicked_name,consent_Mouse.x,consent_Mouse.y,consent_Mouse.leftButton,consent_Mouse.midButton,consent_Mouse.rightButton,consent_Mouse.clicked_name,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,start_distance,fixedOri,minimalDistance,maxOri,this_ori,accuracy,presented_accuracy,submitMouse.x,submitMouse.y,submitMouse.leftButton,submitMouse.midButton,submitMouse.rightButton,submitMouse.time,submitMouse.clicked_name,block_accuracy,continueMouse.x,continueMouse.y,continueMouse.leftButton,continueMouse.midButton,continueMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,startOri,participant,condition,nTrials,date,expName,psychopyVersion,OS,frameRate,continueMouse.clicked_name,EndButtonMouse.x,EndButtonMouse.y,EndButtonMouse.leftButton,EndButtonMouse.midButton,EndButtonMouse.rightButton,EndButtonMouse.clicked_name
0.2890625,-0.397135417,1,0,0,consent_button1,0.361979167,-0.3984375,1,0,0,consent_button,0.251302083,0.052083333,1,0,0,25,68,20,75,179,69,69,0.21484375,-0.338541667,1,0,0,14.2086,submitButton,69,-0.471354167,-0.390625,0,0,0,0,0,0,52,1,68,67450,N,180,2022-02-16_20h09.32.669,orientation adjustment blockN,2021.2.3,Win32,59.86590038,,,,,,,
,,,,,,,,,,,,,,,,,-75,-42,20,75,-181,41,41,0.118489583,-0.197916667,1,0,0,2.0158,submitButton,55,-0.341145833,-0.416666667,0,0,0,0,1,1,26,1,42,67450,N,180,2022-02-16_20h09.32.669,orientation adjustment blockN,2021.2.3,Win32,59.86590038,,,,,,,
,,,,,,,,,,,,,,,,,60.55555556,26,20,75,-2.444444444,28.44444444,28.44444444,0.3984375,-0.2890625,1,0,0,1.9302,submitButton,46.14814815,-0.126302083,-0.393229167,0,0,0,0,2,2,10,1,26,67450,N,180,2022-02-16_20h09.32.669,orientation adjustment blockN,2021.2.3,Win32,59.86590038,,,,,,,
,,,,,,,,,,,,,,,,,-42.22222222,75,20,75,1.777777778,73.22222222,73.22222222,0.229166667,-0.309895833,1,0,0,119.0045,submitButton,73.22222222,0.272135417,-0.3984375,0,0,0,0,3,3,59,1,75,67450,N,180,2022-02-16_20h09.32.669,orientation adjustment blockN,2021.2.3,Win32,59.86590038,,,,,,,
,,,,,,,,,,,,,,,,,-22.22222222,-39,20,75,0.777777778,39.77777778,39.77777778,0.221354167,-0.298177083,1,0,0,1.1645,submitButton,56.5,-0.235677083,-0.407552083,0,0,0,0,4,4,23,1,39,67450,N,180,2022-02-16_20h09.32.669,orientation adjustment blockN,2021.2.3,Win32,59.86590038,,,,,,,
,,,,,,,,,,,,,,,,,65.55555556,-18,20,75,182.5555556,20.55555556,20.55555556,0.200520833,-0.3203125,1,0,0,2.1964,submitButton,44.51851852,0.322916667,-0.303385417,0,0,0,0,5,5,2,1,18,67450,N,180,2022-02-16_20h09.32.669,orientation adjustment blockN,2021.2.3,Win32,59.86590038,,,,,,,
,,,,,,,,,,,,,,,,,52.22222222,52,20,75,181.2222222,50.77777778,50.77777778,-0.274739583,-0.40234375,1,0,0,2.1104,submitButton,50.77777778,0.2578125,-0.39453125,0,0,0,0,6,6,36,1,52,67450,N,180,2022-02-16_20h09.32.669,orientation adjustment blockN,2021.2.3,Win32,59.86590038,,,,,,,
,,,,,,,,,,,,,,,,,30,25,20,75,180,25,25,-0.170572917,-0.4140625,1,0,0,2.9985,submitButton,37.88888889,0.08984375,-0.337239583,0,0,0,0,7,7,9,1,25,67450,N,180,2022-02-16_20h09.32.669,orientation adjustment blockN,2021.2.3,Win32,59.86590038,,,,,,,
,,,,,,,,,,,,,,,,,73.33333333,-65,20,75,179.3333333,64.33333333,64.33333333,0.182291667,-0.296875,1,0,0,0.6556,submitButton,46.7037037,0.16015625,-0.395833333,0,0,0,0,8,8,49,1,65,67450,N,180,2022-02-16_20h09.32.669,orientation adjustment blockN,2021.2.3,Win32,59.86590038,,,,,,,
,,,,,,,,,,,,,,,,,-71.11111111,31,20,75,-0.111111111,31.11111111,31.11111111,0.4296875,-0.315104167,1,0,0,0.381,submitButton,31.11111111,-0.204427083,-0.42578125,0,0,0,0,9,9,15,1,31,67450,N,180,2022-02-16_20h09.32.669,orientation adjustment blockN,2021.2.3,Win32,59.86590038,,,,,,,
