"","lp","lp.1","lp.2","lp.3","lp.4","lp.5","lp.6","lp.7","lp.8","lp.9","lp.10","lp.11","lp.12","lp.13","lp.14","lp.15","lp.16","lp.17"
"51",0.326315789,0.32,,,0.105714286,0.12,0.108910891,,0.393478261,0.642105263,0.12195122,0.08907563,0.376923077,0.56,0.01,0.084210526,0.938461538,
"52",0.0656,0.275,,,0.122077922,0.047272727,1.1375,,0.193877551,0.083185841,0.098701299,0.116981132,0.003053435,0.152941176,0.12173913,0.485714286,0.632653061,
"53",0.287912088,0.005882353,,,0.246153846,0.038983051,0.406818182,,0.05,0.294845361,0.059701493,0.034545455,0.009756098,0.022727273,0.4,0.166666667,0.090526316,
"54",0.066666667,0.223853211,,,0.236363636,0.2,0.249253731,,0.246153846,0.038983051,0.05,0.003846154,0.273584906,0.136842105,0.26,0.204651163,0.12,
"55",0.285950413,0.202531646,,,0.345454546,0.058823529,0.357142857,,0.109589041,0.059701493,0.319327731,0.006896552,0.015384615,0.052631579,0.230909091,0.414285714,0.128571429,
"56",0.619230769,0.406896552,,,0.106666667,0.260714286,0.176595745,,0.08,0.060869565,0.039097744,0.32,0.35,0.657894737,0.181818182,0.52815534,0.373033708,
"57",0.032258065,0.096363636,,,0.028571429,0.036842105,0.317741935,,0.08,0.036363636,0.109677419,0.123684211,0.740206186,0.169230769,0.018032787,0.32815534,0.051162791,
"58",0.318965517,0.165454545,,,0.093129771,0.209756098,0.2224,,0.088888889,0.181818182,0.268181818,0.25,0.505882353,0.118367347,0.042201835,0.28,0.256521739,
"59",0.243181818,0.172413793,,,0.271428571,0.144554455,0.65974026,,0.340594059,0.219834711,0.187096774,0.206382979,0.485714286,0.071428571,0.145454545,0.052830189,0.050549451,
"60",0.261052632,0.00173913,,,0.090909091,0.027586207,0.612903226,,0.066666667,0.405357143,0.770588235,0.044444444,0.388571429,0.037288136,0.219277108,0.417021277,0.596226415,
"61",0.321875,0.290140845,,,,0.076315789,0.205,,0.16,,0.161165049,1.076923077,0.225210084,0.1,,0.041935484,0.3925,
"62",0.213445378,0.5,,,,0.101176471,0.44,,0.050393701,,0.069565217,0.185714286,0.028571429,0.189285714,,0.092307692,1.535135135,
"63",0.216129032,0.145454545,,,,0.034328358,0.305511811,,0.061538462,,0.04,0.203278689,0.261538461,0.226373626,,0.40338983,0.55,
"64",0.22,0.255639098,,,,0.35,0.240366973,,0.19,,0.073076923,0.02,0.382089552,0.114285714,,0.38,0.28,
"65",1,0.15625,,,,0.1,1,,0.318181818,,0.291803279,0.075,0.2,0.015384615,,0.490163934,0.141538462,
"66",0.050549451,0.047933884,,,,0.003883495,0.214545455,,0.15826087,,0.055172414,0.485714286,0.683870968,0.00173913,,0.952830189,0.160902256,
"67",0.216216216,0.261538462,,,,0.024390244,0.369911504,,0.090721649,,0.318181818,0.04,0.033333333,0.406593407,,0.559055118,0.003846154,
"68",0.2,0.046153846,,,,0.058139535,0.0015625,,0.505,,0.005970149,0.175,0.475,0.26875,,0.148837209,0.234285714,
"69",0.025316456,0.058823529,,,,0.079389313,0.184210526,,1,,0.22,0.04,0.191304348,1.45,,0.231460674,0.339534884,
"70",0.210958904,0.008791209,,,,0.103225806,0.446153846,,0.123076923,,0.107692308,0.177777778,0.471559633,0.222222222,,0.268852459,0.351351351,
"71",0.204651163,0.211428571,,,,0.033663366,0.105511811,,0.092561983,,0.178761062,0.08,0.165217391,2.105,,0.142307692,0.052830189,
"72",0.015037594,0.002857143,,,,0.220689655,0.730769231,,0.02173913,,0.055,0.188235294,0.058015267,0.157446809,,0.129032258,0.65882353,
"73",0.27394958,0.021621622,,,,0.225531915,0.112676056,,0.269473684,,0.26119403,0.024096386,0.092307692,0.070886076,,0.288709677,0.3109375,
"74",0.372881356,0.047058824,,,,0.322077922,0.331707317,,0.086956522,,0.152,0.12195122,0.1,0.513636364,,0.329787234,0.370149254,
"75",0.208,0.160902256,,,,0.145454545,0.233333333,,0.173770492,,0.04,0.016,0.52244898,0.101492537,,0.258823529,0.305882353,
"76",0.02,,,,,0.029213483,0.632558139,,0.064,,0.055445545,0.2,1,1.2725,,0.015625,0.055737705,
"77",0.058715596,,,,,0.063636364,0.692,,0.09010989,,0.266666667,0.264788732,0.5125,0.172477064,,0.102325581,0.358415842,
"78",0.288235294,,,,,0.131764706,0.372093023,,0.072340426,,0.047933884,0.048351648,0.317073171,0.430136986,,0.047761194,0.23539823,
"79",0.028,,,,,0.030769231,0.276119403,,0.12,,0.022727273,0.223529412,0.212244898,0.118181818,,0.533333333,0.393548387,
"80",0.318309859,,,,,0.110843373,0.0859375,,0.478947368,,0.1,0.003571429,0.04,0.034146341,,0.14084507,0.106976744,
"81",0.1504,,,,,0.083185841,0.165853658,,0.080434783,,0.111111111,0.145,0.544578313,0.1925,,0.2,0.057943925,
"82",0.407594937,,,,,0.1,0.151351351,,0.044615385,,0.214545455,0.052830189,0.869565217,0.028571429,,0.752631579,0.166666667,
"83",1.130909091,,,,,0.17826087,0.011764706,,0.1,,0.083636364,0.142857143,0.373913043,0.00173913,,0.05,0.177142857,
"84",0.390909091,,,,,0.148275862,0.203846154,,0.033043478,,0.191836735,0.073529412,0.518604651,0.122352941,,0.0656,0.017391304,
"85",0.685106383,,,,,0.152941176,0.334117647,,0.334246575,,0.090384615,0.076470588,0.4,0.607142857,,0.16,0.13,
"86",1,,,,,0.023728814,0.107692308,,0.17826087,,0.04516129,0.205660377,0.35,0.128,,0.245945946,0.134,
"87",0.351162791,,,,,0.102325581,0.027027027,,0.094594595,,0.158695652,0.006896552,0.046153846,0.036842105,,0.01,0.17,
"88",0.470588235,,,,,0.01,0.037931034,,0.145454545,,0.027027027,0.112195122,0.085950413,0.322352941,,0.084210526,0.440540541,
"89",0.005263158,,,,,0.028571429,0.020618557,,0.1,,0.24137931,0.379310345,0.264285714,0.089473684,,0.583471074,0.227272727,
"90",0.275,,,,,0.144067797,0.427272727,,1,,1.233333333,0.236956522,0.15890411,0.076923077,,0.295652174,0.047058824,
"91",0.263461538,,,,,0.2125,0.018181818,,0.542857143,,0.053333333,0.171052632,1,1,,0.015625,0.36,
"92",0.213953488,,,,,0.135714286,0.593442623,,0.006779661,,0.129032258,0.0625,0.243478261,0.130973451,,0.122580645,0.001818182,
"93",0.260714286,,,,,0.146774194,0.086792453,,0.125,,0.045454545,0.05,0.242105263,0.1,,0.229268293,0.092307692,
"94",0.042201835,,,,,0.028571429,2.047761194,,0.431578947,,0.326315789,0.0325,0.257142857,0.022047244,,0.245714286,0.05,
"95",0.205882353,,,,,0.446428571,0.12173913,,0.171428571,,0.003053435,0.064788732,0.630188679,0.047272727,,0.065,0.04,
"96",0.154782609,,,,,0.074626866,0.002409639,,0.246511628,,0.143902439,0.857894737,1,0.173770492,,0.320408163,0.022857143,
"97",0.036619718,,,,,0.141463415,0.354639175,,0.004651163,,0.030769231,0.25,0.003883495,0.079069767,,0.036363636,0.217391304,
"98",0.117741935,,,,,0.252173913,0.163779528,,0.1,,0.147368421,0.1140625,0.215841584,0.055769231,,0.050393701,0.110588235,
"99",0.194029851,,,,,0.092436975,0.255172414,,0.236363636,,0.021052632,0.2,0.582417582,0.205504587,,0.293203884,0.056198347,
"100",0.325,,,,,0.022857143,0.118446602,,0.203278689,,0.053448276,0.104,0.121259843,0.378723404,,0.005263158,0.125714286,
"101",0.302439024,,,,,0.149579832,0.404878049,,0.028571429,,0.016129032,0.176,0.464285714,0.127692308,,0.264516129,0.140458015,
"102",0.152631579,,,,,0.048695652,0.142307692,,0.010687023,,0.037209302,0.442857143,0.609090909,0.193103448,,0.296,0.131034483,
"103",0.022857143,,,,,0.166197183,0.112727273,,0.183333333,,0.2125,0.221621622,0.2,0.426086956,,0.12195122,0.312727273,
"104",0.031707317,,,,,0.186538462,0.493181818,,0.161643836,,0.219469027,0.242105263,0.167032967,0.247761194,,0.139240506,0.084210526,
"105",0.27368421,,,,,0.154545455,0.030769231,,0.04,,0.034146341,0.025882353,0.298734177,0.128571429,,0.447058824,0.383333333,
"106",,,,,,0.033333333,0.169230769,,0.194059406,,,0.538461539,1,0.166666667,,0.178761062,,
"107",,,,,,0.05,0.117647059,,0.06,,,0.301492537,0.434285714,0.085950413,,0.052307692,,
"108",,,,,,0.31,0.079389313,,0.136842105,,,0.054285714,0.336842105,0.381395349,,0.243636364,,
"109",,,,,,0.051327434,0.158878505,,0.037209302,,,0.028,0.164705882,0.336842105,,0.278947368,,
"110",,,,,,0.008988764,0.2375,,0.246153846,,,0.27027027,0.668421053,0.385365854,,0.262650602,,
"111",,,,,,0.038461538,0.496629214,,0.07804878,,,0.030769231,0.65862069,0.044897959,,0.183193277,,
"112",,,,,,0.116,0.183193277,,0.222727273,,,0.01,0.8,0.208,,0.056198347,,
"113",,,,,,0.003571429,0.64,,0.152941176,,,0.134782609,1.106666667,0.1225,,0.332,,
"114",,,,,,0.065822785,0.395918367,,0.091262136,,,0.093023256,0.027586207,0.033333333,,0.092134831,,
"115",,,,,,0.236956522,0.26875,,0.08,,,0.666666667,0.103225806,0.189285714,,0.614705882,,
"116",,,,,,0.042201835,2.803773585,,0.175510204,,,0.072340426,0.179310345,0.060714286,,0.181818182,,
"117",,,,,,0.1,0.578461539,,0.1,,,0.372093023,0.286206897,0.057142857,,0.173770492,,
"118",,,,,,0.04516129,0.366666667,,0.194029851,,,0.392771084,0.353846154,0.172972973,,0.188732394,,
"119",,,,,,0.28,0.329230769,,0.334782609,,,0.1,0.46,0.08,,0.8,,
"120",,,,,,0.143529412,0.885714286,,0.175,,,0.151724138,0.375206612,0.064,,0.361290322,,
"121",,,,,,0.065384615,0.044897959,,0.267605634,,,0.18019802,0.582142857,,,0.229268293,,
"122",,,,,,0.1,0.002061856,,0.125,,,0.19,0.862068966,,,0.037837838,,
"123",,,,,,0.322077922,0.258252427,,0.016494845,,,0.049438202,0.232432432,,,0.133333333,,
"124",,,,,,0.051485149,0.010810811,,0.369014085,,,1.822727273,0.037209302,,,0.040963855,,
"125",,,,,,0.015384615,0.351351351,,1.057142857,,,0.053448276,0.117647059,,,0.475949367,,
"126",,,,,,0.033333333,0.310638298,,0.258646617,,,0.038834951,0.462068965,,,0.465979381,,
"127",,,,,,0.059701493,0.152,,0.226666667,,,0.247761194,0.17,,,0.01,,
"128",,,,,,0.01509434,0.157142857,,0.094594595,,,0.210958904,0.161832061,,,0.652459016,,
"129",,,,,,0.078571429,0.449350649,,0.063636364,,,0.34,0.432876712,,,0.1421875,,
"130",,,,,,0.136986301,0.1953125,,0.089156627,,,0.05,0.130232558,,,0.035,,
"131",,,,,,0.169230769,0.08,,0.296875,,,0.08,0.015841584,,,0.136,,
"132",,,,,,0.038834951,0.015841584,,0.115517241,,,0.037931034,0.020472441,,,0.088,,
"133",,,,,,0.046153846,0.476,,0.141284404,,,0.066666667,0.330232558,,,0.146391753,,
"134",,,,,,0.048101266,0.103225806,,0.248101266,,,0.002061856,0.317073171,,,0.116363636,,
"135",,,,,,0.038636364,0.7,,0.028,,,0.137931034,0.223076923,,,0.1,,
"136",,,,,,0.120930233,0.022222222,,0.204651163,,,0.005970149,0.325,,,0.028,,
"137",,,,,,0.142307692,0.35,,0.4796875,,,0.014285714,0.013333333,,,0.188235294,,
"138",,,,,,0.092857143,0.248648649,,0.245945946,,,0.109774436,0.024096386,,,0.4375,,
"139",,,,,,0.092857143,0.005194805,,0.06875,,,0.424742268,0.541176471,,,0.052307692,,
"140",,,,,,0.030769231,0.055737705,,0.023255814,,,0.325,0.4,,,0.018181818,,
"141",,,,,,0.083018868,0.352,,0.414285714,,,0.008988764,0.532283465,,,0.075609756,,
"142",,,,,,0.169230769,0.211428571,,0.253191489,,,0.050549451,0.491304348,,,0.012195122,,
"143",,,,,,0.238461538,0.048351648,,0.140540541,,,0.037288136,0.553383459,,,0.142857143,,
"144",,,,,,0.049056604,0.025581395,,0.211428571,,,0.068965517,0.317241379,,,0.093333333,,
"145",,,,,,0.184615385,0.148648649,,0.217647059,,,0.026446281,0.773529412,,,0.216793893,,
"146",,,,,,0.063636364,0.477419355,,0.298360656,,,0.194736842,0.148031496,,,0.032835821,,
"147",,,,,,0.125,0.034042553,,0.005970149,,,0.251685393,0.273684211,,,0.266666667,,
"148",,,,,,0.050393701,0.131034483,,0.332,,,0.093457944,0.1,,,0.012903226,,
"149",,,,,,0.220338983,0.191011236,,0.134782609,,,0.01,0.19,,,0.01509434,,
"150",,,,,,0.043037975,0.431578947,,0.076315789,,,0.095652174,0.033333333,,,0.051327434,,
"151",,,,,,0.036956522,,,0.328571429,,,,1,,,,,
"152",,,,,,0.034545455,,,0.081632653,,,,0.003846154,,,,,
"153",,,,,,0.08,,,0.040963855,,,,0.154545455,,,,,
"154",,,,,,0.154716981,,,0.144554455,,,,0.582142857,,,,,
"155",,,,,,0.082926829,,,0.010810811,,,,0.116666667,,,,,
"156",,,,,,0.039655172,,,0.075324675,,,,0.002531646,,,,,
"157",,,,,,0.003571429,,,0.055172414,,,,0.107692308,,,,,
"158",,,,,,0.023157895,,,0.1,,,,0.152,,,,,
"159",,,,,,0.051162791,,,0.085714286,,,,0.543283582,,,,,
"160",,,,,,0.026446281,,,0.003278689,,,,0.136585366,,,,,
"161",,,,,,0.162790698,,,0.216129032,,,,0.088709677,,,,,
"162",,,,,,0.047540984,,,0.079389313,,,,0.3,,,,,
"163",,,,,,0.048101266,,,0.048571429,,,,0.090909091,,,,,
"164",,,,,,0.145,,,0.2875,,,,0.163076923,,,,,
"165",,,,,,0.1,,,0.128421053,,,,0.382352941,,,,,
"166",,,,,,,,,,,,,,,,,,
"167",,,,,,,,,,,,,,,,,,
"168",,,,,,,,,,,,,,,,,,
"169",,,,,,,,,,,,,,,,,,
"170",,,,,,,,,,,,,,,,,,
"171",,,,,,,,,,,,,,,,,,
"172",,,,,,,,,,,,,,,,,,
"173",,,,,,,,,,,,,,,,,,
"174",,,,,,,,,,,,,,,,,,
"175",,,,,,,,,,,,,,,,,,
"176",,,,,,,,,,,,,,,,,,
"177",,,,,,,,,,,,,,,,,,
"178",,,,,,,,,,,,,,,,,,
"179",,,,,,,,,,,,,,,,,,
"180",,,,,,,,,,,,,,,,,,
