0,trials,blocks,68803,68851,69100,69241,69247,69637,69859,67243,69169,69745,70552,69139,69016,67042,67708,68926,69670,69739
,1,1,0.139240506,1,1.293478261,0.714285714,2.333333333,0.569230769,1.241237113,1.396610169,0.968224299,0.35037594,0.62,0.576470588,0.970491803,0.8,0.708860759,1.145945946,0.56,0.162790698
,2,1,0.11875,0.52038835,0.246511628,1.37173913,0.854135338,1.405940594,1.417910448,1.132307692,0.016793893,0.12195122,0.1,0.152066116,0.449411765,1.44,0.3952,0.150819672,0.546341463,0.169230769
,3,1,0.172,0.051685393,0.413953488,1,0.64,0.332692308,0.312149533,0.157142857,0.009756098,0.336842105,0.325,0.15890411,0.187234043,1.330769231,0.496,0.175572519,0.1,0.385365854
,4,1,1,0.1504,0.142857143,0.133333333,1.597468354,0.157142857,0.748837209,0.425,0.334246575,0.116981132,0.331506849,0.08,0.117241379,0.369230769,0.179310345,0.222727273,0.286206897,0.327118644
,5,1,0.625806452,1,0.178947368,0.0875,0.935714286,0.030769231,0.562616822,0.104545455,0.073786408,0.342372881,0.491304348,0.010526316,0.107692308,0.079389313,0.152,0.176744186,0.172580645,0.116981132
,6,1,0.226086957,0.020895522,0.044897959,0.503092783,1.165625,0.107692308,0.160902256,0.850943396,0.059677419,0.309090909,0.903571429,0.0625,0.3875,0.101492537,0.002272727,0.061538462,0.130232558,0.018181818
,7,1,0.338461538,0.46,0.248818898,0.06779661,0.905,0.214545455,1.542268041,0.286486487,0.038356164,0.032835821,0.148275862,0.097142857,0.008791209,0.143243243,0.011428571,0.28907563,0.157142857,0.022727273
,8,1,0.04516129,0.463414634,0.188235294,0.569565217,0.495384615,0.036956522,1.55,0.19,0.215384615,0.503529412,0.060714286,0.1,0.068965517,0.299130435,0.4,0.165853659,0.04375,0.155102041
,9,1,0.513513514,0.45,0.235,0.084090909,0.542857143,0.372131147,1,0.202857143,0.191011236,0.318918919,0.175700935,0.008695652,0.267256637,0.325,0.706976744,0.081632653,0.318309859,0.130508475
,10,1,1.183673469,0.668421053,0.429268293,0.287804878,0.924137931,0.157142857,0.036363636,0.2,0.201612903,2.8,0.080851064,0.485714286,0.055737705,0.068235294,0.361290322,0.272340426,0.084210526,0.119512195
,11,1,0.272340426,0.393023256,0.112328767,0.262686567,1.854237288,0.088888889,1.7,0.305511811,0.40625,0.435955056,0.503448276,0.036220472,0.141860465,0.139130435,0.02173913,0.08,0.121259843,0.2125
,12,1,0.322077922,0.193023256,0.249253731,0.233333333,0.685,0.051485149,1.571428571,0.247761194,0.605405405,0.063636364,0.069811321,0.1,0.134782609,0.133333333,0.091262136,0.265625,1.075,0.038461538
