consentMouse1.x,consentMouse1.y,consentMouse1.leftButton,consentMouse1.midButton,consentMouse1.rightButton,consentMouse1.clicked_name,consent_Mouse.x,consent_Mouse.y,consent_Mouse.leftButton,consent_Mouse.midButton,consent_Mouse.rightButton,consent_Mouse.clicked_name,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse_2.x,startMouse_2.y,startMouse_2.leftButton,startMouse_2.midButton,startMouse_2.rightButton,start_distance,fixedOri,minimalDistance,maxOri,this_ori,accuracy,presented_accuracy,presented_this_ori,submitMouse.x,submitMouse.y,submitMouse.leftButton,submitMouse.midButton,submitMouse.rightButton,submitMouse.time,submitMouse.clicked_name,pauseMouse.x,pauseMouse.y,pauseMouse.leftButton,pauseMouse.midButton,pauseMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,startOri,participant,condition,nTrials,date,expName,psychopyVersion,OS,frameRate,pauseMouse.clicked_name,EndButtonMouse.x,EndButtonMouse.y,EndButtonMouse.leftButton,EndButtonMouse.midButton,EndButtonMouse.rightButton,EndButtonMouse.clicked_name
0.327277625,-0.404866382,1,0,0,consent_button1,0.41024877,-0.400851212,1,0,0,consent_button,0.315035628,-0.31969333,1,0,0,0.315035628,-0.31969333,1,0,0,-64.44444444,-45,20,75,-177.4444444,47.55555556,38.04444444,-173.0444444,0.389716203,-0.291946933,1,0,0,4.4041,submitButton,0.104975982,-0.029273822,0,0,0,0,0,0,29,1,45,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-21.11111111,-33,20,75,-5.111111111,27.88888889,18.12777778,-104.8722222,0.205067063,-0.291824012,1,0,0,0.9834,submitButton,0.036411377,-0.14902418,0,0,0,0,1,1,17,1,33,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,73.33333333,-39,20,75,-18.66666667,20.33333333,13.21666667,-115.7833333,0.390230012,-0.33656518,1,0,0,0.317,submitButton,0.175906219,0.435682258,0,0,0,0,2,2,23,1,39,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-22.22222222,-63,20,75,-96.22222222,33.22222222,26.57777778,-179.5777778,-0.178002342,-0.425715573,1,0,0,1.1342,submitButton,0.016292519,-0.292610352,0,0,0,0,3,3,47,1,63,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-70,-40,20,75,-90,50,40,-170,0.182433541,-0.299869436,1,0,0,0.9831,submitButton,0.09597906,0.014265517,0,0,0,0,4,4,24,1,40,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,66.66666667,20,20,75,-3.333333333,23.33333333,15.16666667,-85.16666667,0.402826152,-0.285917062,1,0,0,0.8757,submitButton,0.212031182,-0.190636542,0,0,0,0,5,5,4,1,20,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,33.88888889,59,20,75,174.8888889,64.11111111,51.28888889,20.28888889,0.235069594,-0.311089461,1,0,0,0.7681,submitButton,0.17051281,0.054195351,0,0,0,0,6,6,43,1,59,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-37.22222222,-72,20,75,-165.2222222,86.77777778,69.42222222,-231.4222222,-0.191963147,-0.402409349,1,0,0,1.1107,submitButton,0.195316987,-0.369451138,0,0,0,0,7,7,56,1,72,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-48.33333333,70,20,75,87.66666667,17.66666667,11.48333333,-8.516666667,0.221046051,-0.28118092,1,0,0,0.5339,submitButton,0.319994405,-0.257350366,0,0,0,0,8,8,54,1,70,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-61.66666667,-34,20,75,-86.66666667,52.66666667,42.13333333,-166.1333333,0.195282949,-0.2819497,1,0,0,3.9277,submitButton,0.330436755,-0.117947384,0,0,0,0,9,9,18,1,34,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,58.33333333,-18,20,75,-3.666666667,14.33333333,5.733333333,-102.2666667,0.405052659,-0.304237279,1,0,0,1.1022,submitButton,0.101401519,-0.146090625,0,0,0,0,10,10,2,1,18,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-22.77777778,62,20,75,-0.777777778,62.77777778,50.22222222,-78.22222222,-0.235573734,-0.421159287,1,0,0,1.1369,submitButton,0.159632075,-0.137985636,0,0,0,0,11,11,46,1,62,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,69.44444444,73,20,75,93.44444444,20.44444444,13.28888889,-3.711111111,0.382677511,-0.301217392,1,0,0,0.6157,submitButton,0.102377617,-0.331651579,0,0,0,0,12,12,57,1,73,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,50.55555556,41,20,75,2.555555556,38.44444444,30.75555556,-79.75555556,0.393715591,-0.309649295,1,0,0,0.8603,submitButton,0.38923674,-0.294614146,0,0,0,0,13,13,25,1,41,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-24.44444444,-44,20,75,-174.4444444,49.55555556,39.64444444,-173.6444444,0.40454148,-0.283850995,1,0,0,0.3997,submitButton,0.332335265,-0.398982716,1,0,0,0,14,14,28,1,44,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,pause_continueButton,,,,,,
,,,,,,,,,,,,,,,,,,,,,,30,46,20,75,88,42,33.6,-10.4,0.409011976,-0.280169159,1,0,0,0.0976,submitButton,0.070647768,-0.159253023,0,0,0,0,15,15,30,1,46,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-49.44444444,25,20,75,50.55555556,25.55555556,16.61111111,-48.38888889,-0.266277821,-0.412079515,1,0,0,1.1663,submitButton,0.075836684,-0.263880973,0,0,0,0,16,16,9,1,25,68872,2,180,2022-02-09_22h06.46.506,orientation adjustment 2,2021.2.3,MacIntel,60.0024001,,,,,,,
