consentMouse1.x,consentMouse1.y,consentMouse1.leftButton,consentMouse1.midButton,consentMouse1.rightButton,consentMouse1.clicked_name,consent_Mouse.x,consent_Mouse.y,consent_Mouse.leftButton,consent_Mouse.midButton,consent_Mouse.rightButton,consent_Mouse.clicked_name,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse_2.x,startMouse_2.y,startMouse_2.leftButton,startMouse_2.midButton,startMouse_2.rightButton,start_distance,fixedOri,minimalDistance,maxOri,this_ori,accuracy,presented_accuracy,submitMouse.x,submitMouse.y,submitMouse.leftButton,submitMouse.midButton,submitMouse.rightButton,submitMouse.time,submitMouse.clicked_name,block_accuracy,continueMouse.x,continueMouse.y,continueMouse.leftButton,continueMouse.midButton,continueMouse.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,startOri,participant,condition,nTrials,date,expName,psychopyVersion,OS,frameRate,continueMouse.clicked_name,EndButtonMouse.x,EndButtonMouse.y,EndButtonMouse.leftButton,EndButtonMouse.midButton,EndButtonMouse.rightButton,EndButtonMouse.clicked_name
0.295555556,-0.395555556,1,0,0,consent_button1,0.363333333,-0.391111111,1,0,0,consent_button,0.243333333,-0.271111111,1,0,0,0.136666667,-0.375555556,1,0,0,-70,-72,20,75,-181,71,71,0.375555556,-0.292222222,1,0,0,1.432,submitButton,71,-0.217777778,-0.387777778,0,0,0,0,0,0,56,1,72,69622,blockT,180,2022-02-16_13h13.54.730,orientation adjustment block,2021.2.3,MacIntel,58.82352941,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-37.77777778,40,20,75,-17.77777778,57.77777778,57.77777778,0.388888889,-0.306666667,1,0,0,1.4,submitButton,64.38888889,-0.113333333,-0.401111111,0,0,0,0,1,1,24,1,40,69622,blockT,180,2022-02-16_13h13.54.730,orientation adjustment block,2021.2.3,MacIntel,58.82352941,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,67.77777778,69,20,75,232.7777778,16.22222222,16.22222222,0.196666667,-0.294444444,1,0,0,0.133,submitButton,48.33333333,-0.19,-0.416666667,0,0,0,0,2,2,53,1,69,69622,blockT,180,2022-02-16_13h13.54.730,orientation adjustment block,2021.2.3,MacIntel,58.82352941,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-66.11111111,63,20,75,38.88888889,24.11111111,24.11111111,-0.27,-0.391111111,1,0,0,1.367,submitButton,24.11111111,-0.27,-0.391111111,0,0,0,0,3,3,47,1,63,69622,blockT,180,2022-02-16_13h13.54.730,orientation adjustment block,2021.2.3,MacIntel,58.82352941,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,51.11111111,26,20,75,201.1111111,4.888888889,4.888888889,0.181111111,-0.314444444,1,0,0,0.434,submitButton,14.5,-0.158888889,-0.413333333,0,0,0,0,4,4,10,1,26,69622,blockT,180,2022-02-16_13h13.54.730,orientation adjustment block,2021.2.3,MacIntel,58.82352941,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,23.88888889,-37,20,75,-22.11111111,14.88888889,14.88888889,0.423333333,-0.276666667,1,0,0,0.051,submitButton,14.62962963,-0.163333333,-0.408888889,0,0,0,0,5,5,21,1,37,69622,blockT,180,2022-02-16_13h13.54.730,orientation adjustment block,2021.2.3,MacIntel,58.82352941,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-55,-67,20,75,-249,2,2,0.396666667,-0.292222222,1,0,0,0.901,submitButton,2,-0.217777778,-0.422222222,0,0,0,0,6,6,51,1,67,69622,blockT,180,2022-02-16_13h13.54.730,orientation adjustment block,2021.2.3,MacIntel,58.82352941,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-28.88888889,-47,20,75,-44.88888889,2.111111111,2.111111111,0.23,-0.303333333,1,0,0,0.133,submitButton,2.055555556,-0.174444444,-0.381111111,0,0,0,0,7,7,31,1,47,69622,blockT,180,2022-02-16_13h13.54.730,orientation adjustment block,2021.2.3,MacIntel,58.82352941,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,55,27,20,75,215,8,8,0.204444444,-0.292222222,1,0,0,1.733,submitButton,4.037037037,-0.228888889,-0.403333333,0,0,0,0,8,8,11,1,27,69622,blockT,180,2022-02-16_13h13.54.730,orientation adjustment block,2021.2.3,MacIntel,58.82352941,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-51.11111111,-49,20,75,-229.1111111,0.111111111,0.111111111,0.4,-0.288888889,1,0,0,0.25,submitButton,0.111111111,-0.236666667,-0.381111111,0,0,0,0,9,9,33,1,49,69622,blockT,180,2022-02-16_13h13.54.730,orientation adjustment block,2021.2.3,MacIntel,58.82352941,,,,,,,
